time,annotation
00:10:02.784000,"Picked up SM_Plate_Blueprint9
"
00:10:02.895000,"Placed BP_FD_Beef_Braised_C_2147482433 onto plate SM_Plate_Blueprint9
"
00:10:20.699000,"Picked up BP_FD_Potatoes_Mashed_C_2147482423
"
00:10:22.420000,"Dropped BP_FD_Potatoes_Mashed_C_2147482423
"
00:10:28.814000,"Dropped SM_Plate_Blueprint9
"
00:10:06.224000,"Picked up BP_FD_Beef_Braised_C_2147482433
"
00:10:06.959000,"Dropped BP_FD_Beef_Braised_C_2147482433
"
00:10:07.959000,"Placed BP_FD_Beef_Braised_C_2147482433 onto plate SM_Plate_Blueprint9
"
00:11:10.316000,"Picked up SM_Plate_Blueprint6
"
00:11:15.549000,"Picked up BP_FD_Fries_Regular_C_2147482369
"
00:11:17.605000,"Dropped BP_FD_Fries_Regular_C_2147482369
"
00:11:17.825000,"Placed BP_FD_Fries_Regular_C_2147482369 onto plate SM_Plate_Blueprint6
"
00:11:22.778000,"Picked up BP_FD_Pasta_White_C_2147482367
"
00:11:24.312000,"Dropped BP_FD_Pasta_White_C_2147482367
"
00:11:24.557000,"Placed BP_FD_Pasta_White_C_2147482367 onto plate SM_Plate_Blueprint6
"
00:11:26.556000,"Picked up BP_FD_Pasta_White_C_2147482367
"
00:11:29.108000,"Dropped BP_FD_Pasta_White_C_2147482367
"
00:11:29.286000,"Placed BP_FD_Pasta_White_C_2147482367 onto plate SM_Plate_Blueprint6
"
00:11:29.554000,"Picked up BP_FD_Fries_Regular_C_2147482369
"
00:11:31.574000,"Dropped BP_FD_Fries_Regular_C_2147482369
"
00:11:31.752000,"Placed BP_FD_Fries_Regular_C_2147482369 onto plate SM_Plate_Blueprint6
"
00:11:32.551000,"Picked up BP_FD_Pasta_White_C_2147482367
"
00:11:33.108000,"Dropped BP_FD_Pasta_White_C_2147482367
"
00:11:33.307000,"Placed BP_FD_Pasta_White_C_2147482367 onto plate SM_Plate_Blueprint6
"
00:11:36.879000,"Picked up BP_FD_Sauce_Alfredo_C_2147482365
"
00:11:40.862000,"Dropped BP_FD_Sauce_Alfredo_C_2147482365
"
00:11:41.419000,"Placed BP_FD_Sauce_Alfredo_C_2147482365 onto plate SM_Plate_Blueprint6
"
00:11:57.273000,"Picked up BP_FD_Carrots_Roasted_C_2147482363
"
00:12:00.962000,"Dropped BP_FD_Carrots_Roasted_C_2147482363
"
00:12:01.329000,"Placed BP_FD_Carrots_Roasted_C_2147482363 onto plate SM_Plate_Blueprint6
"
00:12:10.847000,"Dropped SM_Plate_Blueprint6
"
00:12:18.573000,"Picked up SM_BeverageCup_Blueprint4_219
"
00:12:32.414000,"Dropped SM_BeverageCup_Blueprint4_219
"
00:12:36.946000,"Picked up SM_Plate_Blueprint9
"
00:12:39.968000,"Picked up SM_FD_Pizza_Pepp_Piece04
"
00:12:40.323000,"Placed SM_FD_Pizza_Cheese_Piece04 onto plate SM_Plate_Blueprint9
"
00:12:40.901000,"Dropped SM_FD_Pizza_Pepp_Piece04
"
00:12:41.102000,"Placed SM_FD_Pizza_Pepp_Piece04 onto plate SM_Plate_Blueprint9
"
00:12:43.855000,"Picked up SM_FD_Pizza_Cheese_Piece04
"
00:12:44.432000,"Dropped SM_FD_Pizza_Cheese_Piece04
"
00:12:45.352000,"Picked up SM_FD_Pizza_Pepp_Piece05_35
"
00:12:46.242000,"Dropped SM_FD_Pizza_Pepp_Piece05_35
"
00:12:46.531000,"Placed SM_FD_Pizza_Pepp_Piece05_35 onto plate SM_Plate_Blueprint9
"
00:13:00.431000,"Placed SM_FD_LemonSquare_7 onto plate SM_Plate_Blueprint9
"
00:13:00.650000,"Placed SM_FD_LemonSquare_8 onto plate SM_Plate_Blueprint9
"
00:13:00.782000,"Picked up SM_FD_Cookies_ChocChip_01_2
"
00:13:02.073000,"Dropped SM_FD_Cookies_ChocChip_01_2
"
00:13:10.753000,"Dropped SM_Plate_Blueprint9
"
00:13:02.249000,"Placed SM_FD_Cookies_ChocChip_01_2 onto plate SM_Plate_Blueprint9
"
00:13:02.981000,"Picked up SM_FD_Cookies_ChocChip_3
"
00:13:04.094000,"Dropped SM_FD_Cookies_ChocChip_3
"
00:13:04.340000,"Placed SM_FD_Cookies_ChocChip_3 onto plate SM_Plate_Blueprint9
"
00:13:04.804000,"Picked up SM_FD_LemonSquare_7
"
00:13:06.004000,"Dropped SM_FD_LemonSquare_7
"
00:13:06.271000,"Placed SM_FD_LemonSquare_7 onto plate SM_Plate_Blueprint9
"
00:13:06.691000,"Picked up SM_FD_LemonSquare_8
"
00:13:08.002000,"Dropped SM_FD_LemonSquare_8
"
00:13:08.247000,"Placed SM_FD_LemonSquare_8 onto plate SM_Plate_Blueprint9
"
