time,annotation
00:16:13.252000,"Placed SM_FD_Strawberry6 onto plate SM_Plate_Blueprint11_10
"
00:16:14.518000,"Picked up SM_FD_Strawberry8
"
00:16:16.116000,"Dropped SM_FD_Strawberry8
"
00:16:16.317000,"Placed SM_FD_Strawberry8 onto plate SM_Plate_Blueprint11_10
"
00:16:19.848000,"Picked up SM_FD_Apple_Slice_34
"
00:16:21.334000,"Dropped SM_FD_Apple_Slice_34
"
00:16:22.556000,"Picked up SM_FD_Apple_Slice_8
"
00:16:23.999000,"Dropped SM_FD_Apple_Slice_8
"
00:16:24.355000,"Placed SM_FD_Apple_Slice_8 onto plate SM_Plate_Blueprint11_10
"
00:16:25.179000,"Picked up SM_FD_Apple_Slice_9
"
00:16:26.464000,"Dropped SM_FD_Apple_Slice_9
"
00:16:30.940000,"Picked up SM_FD_Grapes_06
"
00:16:33.219000,"Dropped SM_FD_Grapes_06
"
00:16:33.398000,"Placed SM_FD_Grapes_06 onto plate SM_Plate_Blueprint11_10
"
00:16:38.869000,"Dropped SM_Plate_Blueprint11_10
"
00:16:39.068000,"Placed SM_FD_Apple_Slice_9 onto plate SM_Plate_Blueprint11_10
"
00:17:11.678000,"Dropped SM_BeverageCup_Blueprint4_219
"
00:16:54.816000,"Picked up SM_BeverageCup_Blueprint4_219
"
00:16:55.639000,"Dropped SM_BeverageCup_Blueprint4_219
"
00:16:56.278000,"Picked up SM_BeverageCup_Blueprint4_219
"
