time,annotation
00:15:03.445000,"Dropped SM_FD_Cookies_ChocChip_3
"
00:15:03.646000,"Placed SM_FD_Cookies_ChocChip_3 onto plate SM_Plate_Blueprint9
"
00:15:44.426000,"Picked up SM_Plate_Blueprint5
"
00:15:46.646000,"Picked up BP_FD_Chicken_Cajun_C_2147482273
"
00:15:54.377000,"Dropped BP_FD_Chicken_Cajun_C_2147482273
"
00:15:55.166000,"Placed BP_FD_Chicken_Cajun_C_2147482273 onto plate SM_Plate_Blueprint5
"
00:16:00.375000,"Picked up BP_FD_Beans_Black_C_2147482271
"
00:16:07.127000,"Dropped BP_FD_Beans_Black_C_2147482271
"
00:16:07.349000,"Placed BP_FD_Beans_Black_C_2147482271 onto plate SM_Plate_Blueprint5
"
00:16:20.255000,"Picked up BP_FD_Beans_Black_C_2147482271
"
00:16:22.385000,"Dropped BP_FD_Beans_Black_C_2147482271
"
00:16:22.806000,"Placed BP_FD_Beans_Black_C_2147482271 onto plate SM_Plate_Blueprint5
"
00:16:24.208000,"Picked up BP_FD_Rice_Fried_C_2147482269
"
00:16:37.357000,"Picked up BP_FD_GreenBeans_C_2147482267
"
00:16:44.442000,"Dropped BP_FD_GreenBeans_C_2147482267
"
00:16:44.709000,"Placed BP_FD_GreenBeans_C_2147482267 onto plate SM_Plate_Blueprint5
"
00:16:49.676000,"Dropped SM_Plate_Blueprint5
"
00:16:55.789000,"Picked up SM_Plate_Blueprint11_10
"
00:16:59.436000,"Picked up SM_FD_Pizza_Cheese_Piece04
"
00:16:59.790000,"Dropped SM_FD_Pizza_Cheese_Piece04
"
00:16:59.990000,"Placed SM_FD_Pizza_Cheese_Piece04 onto plate SM_Plate_Blueprint11_10
"
00:17:01.167000,"Picked up SM_FD_Pizza_Cheese_Piece03
"
00:17:03.945000,"Dropped SM_FD_Pizza_Cheese_Piece03
"
00:16:29.206000,"Dropped BP_FD_Rice_Fried_C_2147482269
"
00:16:29.428000,"Placed BP_FD_Rice_Fried_C_2147482269 onto plate SM_Plate_Blueprint5
"
00:17:26.446000,"Picked up SM_FD_Apple_Slice_34
"
00:17:34.936000,"Picked up SM_FD_Apple_Slice_9
"
00:17:36.333000,"Dropped SM_FD_Apple_Slice_9
"
00:17:36.726000,"Placed SM_FD_Apple_Slice_9 onto plate SM_Plate_Blueprint11_10
"
00:17:37.486000,"Picked up SM_FD_Apple_Slice_6
"
00:17:38.909000,"Dropped SM_FD_Apple_Slice_6
"
00:17:39.286000,"Placed SM_FD_Apple_Slice_6 onto plate SM_Plate_Blueprint11_10
"
00:17:41.328000,"Picked up SM_FD_Grapes_15
"
00:17:42.640000,"Dropped SM_FD_Grapes_15
"
00:17:42.884000,"Placed SM_FD_Grapes_15 onto plate SM_Plate_Blueprint11_10
"
00:17:44.116000,"Picked up SM_FD_Grapes_01_2
"
00:17:45.327000,"Dropped SM_FD_Grapes_01_2
"
00:17:45.660000,"Placed SM_FD_Grapes_01_2 onto plate SM_Plate_Blueprint11_10
"
00:17:47.102000,"Picked up SM_FD_Grapes_01_2
"
00:17:47.637000,"Dropped SM_FD_Grapes_01_2
"
00:17:47.818000,"Placed SM_FD_Grapes_01_2 onto plate SM_Plate_Blueprint11_10
"
00:17:51.236000,"Picked up SM_FD_Grapes_14
"
00:17:53.147000,"Dropped SM_FD_Grapes_14
"
00:17:53.414000,"Placed SM_FD_Grapes_14 onto plate SM_Plate_Blueprint11_10
"
00:18:03.717000,"Picked up SM_FD_Apple_Slice_6
"
00:18:05.425000,"Dropped SM_FD_Apple_Slice_6
"
00:18:06.336000,"Picked up SM_FD_Apple_Slice_8
"
00:18:07.114000,"Dropped SM_FD_Apple_Slice_8
"
00:17:30.289000,"Dropped SM_FD_Apple_Slice_34
"
00:17:30.468000,"Placed SM_FD_Apple_Slice_34 onto plate SM_Plate_Blueprint11_10
"
00:18:16.644000,"Dropped SM_Plate_Blueprint11_10
"
00:18:21.197000,"Picked up BP_FD_Chicken_Cajun_C_2147482273 from plate
"
00:18:21.419000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:18:23.418000,"Dropped BP_FD_Chicken_Cajun_C_2147482273
"
00:18:23.916000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:17:31.245000,"Picked up SM_FD_Apple_Slice_8
"
00:17:33.312000,"Dropped SM_FD_Apple_Slice_8
"
00:17:33.512000,"Placed SM_FD_Apple_Slice_8 onto plate SM_Plate_Blueprint11_10
"
00:18:25.816000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:18:26.041000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:18:26.327000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:18:26.336000,"Picked up BP_FD_Rice_Fried_C_2147482269 from plate
"
00:18:47.761000,"Picked up SM_BeverageCup_Blueprint4_219
"
00:18:56.801000,"Picked up SM_BeverageCup_Blueprint_59
"
00:18:29.060000,"Dropped BP_FD_Rice_Fried_C_2147482269
"
00:18:29.239000,"Placed BP_FD_Rice_Fried_C_2147482269 onto plate SM_Plate_Blueprint5
"
00:18:29.461000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:14.336000,"Dropped SM_BeverageCup_Blueprint_59
"
00:18:29.926000,"Picked up BP_FD_Beans_Black_C_2147482271 from plate
"
00:18:30.126000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:16.326000,"Dropped SM_BeverageCup_Blueprint4_219
"
00:18:33.724000,"Dropped BP_FD_Beans_Black_C_2147482271
"
00:18:33.791000,"Placed BP_FD_Beans_Black_C_2147482271 onto plate SM_Plate_Blueprint5
"
00:18:33.991000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:36.095000,"Placed BP_FD_Rice_Fried_C_2147482269 onto plate SM_Plate_Blueprint5
"
00:19:36.318000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:36.517000,"Dropped BP_FD_Rice_Fried_C_2147482269
"
00:19:36.718000,"Placed BP_FD_Rice_Fried_C_2147482269 onto plate SM_Plate_Blueprint5
"
00:19:36.940000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:37.473000,"Picked up BP_FD_Beans_Black_C_2147482271 from plate
"
00:19:37.651000,"Placed BP_FD_Beans_Black_C_2147482271 onto plate SM_Plate_Blueprint5
"
00:19:37.874000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:38.206000,"Dropped BP_FD_Beans_Black_C_2147482271
"
00:19:38.406000,"Placed BP_FD_Beans_Black_C_2147482271 onto plate SM_Plate_Blueprint5
"
00:19:38.694000,"Picked up BP_FD_Beans_Black_C_2147482271 from plate
"
00:19:38.894000,"Placed BP_FD_Beans_Black_C_2147482271 onto plate SM_Plate_Blueprint5
"
00:19:39.095000,"Placed BP_FD_Chicken_Cajun_C_2147482273 onto plate SM_Plate_Blueprint5
"
00:19:39.246000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:39.272000,"Dropped BP_FD_Beans_Black_C_2147482271
"
00:19:39.471000,"Placed BP_FD_Beans_Black_C_2147482271 onto plate SM_Plate_Blueprint5
"
00:19:40.226000,"Picked up BP_FD_Beans_Black_C_2147482271 from plate
"
00:19:40.427000,"Placed BP_FD_Beans_Black_C_2147482271 onto plate SM_Plate_Blueprint5
"
00:19:40.938000,"Dropped BP_FD_Beans_Black_C_2147482271
"
00:19:41.138000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:42.136000,"Picked up BP_FD_Beans_Black_C_2147482271
"
00:19:42.314000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:42.515000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:42.738000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:49.020000,"Dropped BP_FD_Beans_Black_C_2147482271
"
00:19:55.997000,"Picked up SM_BeverageCup_Blueprint_59
"
00:19:58.129000,"Dropped SM_BeverageCup_Blueprint_59
"
00:19:59.285000,"Picked up SM_FD_Grapes_01_2 from plate
"
00:19:59.462000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint11_10
"
00:19:59.685000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint11_10
"
00:19:59.885000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint11_10
"
00:20:00.108000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint11_10
"
00:20:00.463000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint11_10
"
00:20:02.661000,"Dropped SM_FD_Grapes_01_2
"
00:20:02.794000,"Placed SM_FD_Grapes_01_2 onto plate SM_Plate_Blueprint5
"
00:20:03.726000,"Picked up SM_FD_Grapes_14 from plate
"
00:20:03.927000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint11_10
"
00:20:04.793000,"Dropped SM_FD_Grapes_14
"
00:20:04.949000,"Placed SM_FD_Grapes_14 onto plate SM_Plate_Blueprint5
"
00:20:06.725000,"Picked up SM_FD_Grapes_15 from plate
"
00:20:06.926000,"Placed SM_FD_Grapes_15 onto plate SM_Plate_Blueprint11_10
"
00:20:07.436000,"Dropped SM_FD_Grapes_15
"
00:20:07.637000,"Placed SM_FD_Grapes_15 onto plate SM_Plate_Blueprint11_10
"
00:20:08.080000,"Picked up SM_FD_Grapes_15 from plate
"
00:20:08.214000,"Dropped SM_FD_Grapes_15
"
00:20:08.258000,"Placed SM_FD_Grapes_15 onto plate SM_Plate_Blueprint11_10
"
00:20:08.747000,"Picked up SM_FD_Grapes_15 from plate
"
00:20:08.926000,"Placed SM_FD_Grapes_15 onto plate SM_Plate_Blueprint11_10
"
00:20:09.413000,"Dropped SM_FD_Grapes_15
"
00:20:09.791000,"Picked up SM_FD_Grapes_15
"
00:20:10.316000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint11_10
"
00:20:10.724000,"Dropped SM_FD_Grapes_15
"
00:20:10.947000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:20:12.456000,"Picked up BP_FD_Rice_Fried_C_2147482269 from plate
"
00:20:13.480000,"Dropped BP_FD_Rice_Fried_C_2147482269
"
00:20:13.516000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:20:13.700000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:20:13.945000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:20:14.832000,"Picked up SM_Plate_Blueprint5
"
00:20:15.012000,"Placed SM_FD_Grapes_15 onto plate SM_Plate_Blueprint5
"
00:20:15.232000,"Placed BP_FD_Rice_Fried_C_2147482269 onto plate SM_Plate_Blueprint5
"
00:20:19.696000,"Dropped SM_Plate_Blueprint5
"
00:20:19.719000,"Picked up SM_Plate_Blueprint5
"
00:20:19.829000,"Dropped SM_Plate_Blueprint5
"
00:20:23.136000,"Picked up SM_FD_Apple_Slice_2
"
00:19:31.029000,"Picked up BP_FD_Rice_Fried_C_2147482269 from plate
"
00:19:31.209000,"Placed BP_FD_Rice_Fried_C_2147482269 onto plate SM_Plate_Blueprint5
"
00:19:31.409000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:31.896000,"Dropped BP_FD_Rice_Fried_C_2147482269
"
00:19:32.097000,"Placed BP_FD_Rice_Fried_C_2147482269 onto plate SM_Plate_Blueprint5
"
00:19:32.297000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:32.408000,"Picked up BP_FD_Rice_Fried_C_2147482269 from plate
"
00:19:33.036000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:19:34.075000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint5
"
00:20:25.139000,"Dropped SM_FD_Apple_Slice_2
"
00:20:25.383000,"Placed SM_FD_Apple_Slice_2 onto plate SM_Plate_Blueprint11_10
"
00:20:27.074000,"Picked up SM_FD_Apple_Slice_01_27
"
00:20:29.115000,"Dropped SM_FD_Apple_Slice_01_27
"
00:20:29.404000,"Placed SM_FD_Apple_Slice_01_27 onto plate SM_Plate_Blueprint11_10
"
00:20:31.450000,"Picked up SM_FD_Cookies_ChocChip_3
"
00:20:33.091000,"Dropped SM_FD_Cookies_ChocChip_3
"
00:20:33.335000,"Placed SM_FD_Cookies_ChocChip_3 onto plate SM_Plate_Blueprint11_10
"
