time,annotation
00:11:38.203000,"Dropped BP_FD_GreenBeans_C_2147482425
"
00:11:38.402000,"Placed BP_FD_GreenBeans_C_2147482425 onto plate SM_Plate_Blueprint8
"
00:11:41.357000,"Picked up BP_FD_GreenBeans_C_2147482425
"
00:11:43.423000,"Dropped BP_FD_GreenBeans_C_2147482425
"
00:11:43.623000,"Placed BP_FD_GreenBeans_C_2147482425 onto plate SM_Plate_Blueprint6
"
00:11:43.846000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint6
"
00:11:47.358000,"Picked up SM_FD_LemonSquare_7
"
00:11:49.312000,"Placed SM_FD_LemonSquare_7 onto plate SM_Plate_Blueprint8
"
00:11:49.617000,"Dropped SM_FD_LemonSquare_7
"
00:11:51.266000,"Picked up SM_FD_Strawberry3
"
00:11:52.865000,"Dropped SM_FD_Strawberry3
"
00:11:53.387000,"Placed SM_FD_Strawberry3 onto plate SM_Plate_Blueprint8
"
00:11:53.999000,"Picked up SM_FD_Strawberry8
"
00:11:55.197000,"Dropped SM_FD_Strawberry8
"
00:11:55.421000,"Placed SM_FD_Strawberry8 onto plate SM_Plate_Blueprint8
"
00:11:56.552000,"Picked up SM_FD_Strawberry4
"
00:11:57.841000,"Dropped SM_FD_Strawberry4
"
00:11:58.657000,"Placed SM_FD_Strawberry4 onto plate SM_Plate_Blueprint8
"
00:11:59.352000,"Picked up SM_FD_Grapes_15
"
00:12:01.372000,"Dropped SM_FD_Grapes_15
"
00:12:01.617000,"Placed SM_FD_Grapes_15 onto plate SM_Plate_Blueprint8
"
00:12:02.817000,"Picked up SM_FD_Grapes_14
"
00:12:04.503000,"Dropped SM_FD_Grapes_14
"
00:12:04.726000,"Placed SM_FD_Grapes_14 onto plate SM_Plate_Blueprint8
"
00:12:06.527000,"Picked up SM_FD_Grapes_01_2
"
00:12:08.192000,"Dropped SM_FD_Grapes_01_2
"
00:12:12.966000,"Picked up SM_FD_Cookies_ChocChip_8
"
00:12:15.267000,"Dropped SM_FD_Cookies_ChocChip_8
"
00:12:15.278000,"Placed SM_FD_Cookies_ChocChip_8 onto plate SM_Plate_Blueprint8
"
00:12:16.232000,"Picked up SM_FD_Cookies_ChocChip_13
"
00:12:37.887000,"Picked up SM_BeverageCup_Blueprint4_219
"
00:12:17.498000,"Dropped SM_FD_Cookies_ChocChip_13
"
00:12:56.989000,"Dropped SM_BeverageCup_Blueprint4_219
"
00:12:57.499000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint6
"
00:12:20.782000,"Dropped SM_Plate_Blueprint8
"
00:13:41.297000,"Picked up SM_Plate_Blueprint8
"
00:13:45.589000,"Picked up BP_FD_Rice_Brown_C_2147482318
"
00:13:48.230000,"Dropped BP_FD_Rice_Brown_C_2147482318
"
00:13:48.477000,"Placed BP_FD_Rice_Brown_C_2147482318 onto plate SM_Plate_Blueprint8
"
00:13:56.250000,"Picked up BP_FD_GreenBeans_C_2147482316
"
00:14:02.314000,"Dropped BP_FD_GreenBeans_C_2147482316
"
00:14:02.559000,"Placed BP_FD_GreenBeans_C_2147482316 onto plate SM_Plate_Blueprint8
"
00:14:05.757000,"Picked up BP_FD_GreenBeans_C_2147482316
"
00:14:14.621000,"Dropped BP_FD_GreenBeans_C_2147482316
"
00:14:14.843000,"Placed BP_FD_GreenBeans_C_2147482316 onto plate SM_Plate_Blueprint8
"
00:14:26.745000,"Picked up BP_FD_Chicken_Cajun_C_2147482314
"
00:14:33.678000,"Dropped BP_FD_Chicken_Cajun_C_2147482314
"
00:14:33.922000,"Placed BP_FD_Chicken_Cajun_C_2147482314 onto plate SM_Plate_Blueprint8
"
00:14:16.619000,"Picked up BP_FD_Rice_Brown_C_2147482318
"
00:14:34.211000,"Picked up BP_FD_Chicken_Cajun_C_2147482314
"
00:14:40.762000,"Dropped BP_FD_Chicken_Cajun_C_2147482314
"
00:14:41.053000,"Placed BP_FD_Chicken_Cajun_C_2147482314 onto plate SM_Plate_Blueprint8
"
00:14:42.874000,"Picked up BP_FD_Chicken_Cajun_C_2147482314
"
00:14:45.852000,"Dropped BP_FD_Chicken_Cajun_C_2147482314
"
00:14:46.050000,"Placed BP_FD_Chicken_Cajun_C_2147482314 onto plate SM_Plate_Blueprint8
"
00:14:49.270000,"Picked up BP_FD_Chicken_Cajun_C_2147482314
"
00:14:54.534000,"Dropped BP_FD_Chicken_Cajun_C_2147482314
"
00:14:54.913000,"Placed BP_FD_Chicken_Cajun_C_2147482314 onto plate SM_Plate_Blueprint8
"
00:15:05.596000,"Picked up BP_FD_Potatoes_Mashed_C_2147482312
"
00:15:10.638000,"Dropped BP_FD_Potatoes_Mashed_C_2147482312
"
00:15:10.928000,"Placed BP_FD_Potatoes_Mashed_C_2147482312 onto plate SM_Plate_Blueprint8
"
00:15:12.992000,"Picked up BP_FD_Gravy_C_2147482310
"
00:14:21.461000,"Dropped BP_FD_Rice_Brown_C_2147482318
"
00:14:21.683000,"Placed BP_FD_Rice_Brown_C_2147482318 onto plate SM_Plate_Blueprint8
"
00:15:15.992000,"Dropped BP_FD_Gravy_C_2147482310
"
00:15:33.652000,"Picked up BP_FD_Pasta_White_C_2147482308
"
00:15:16.282000,"Placed BP_FD_Gravy_C_2147482310 onto plate SM_Plate_Blueprint8
"
00:15:36.537000,"Dropped BP_FD_Pasta_White_C_2147482308
"
00:15:36.804000,"Placed BP_FD_Pasta_White_C_2147482308 onto plate SM_Plate_Blueprint8
"
00:15:40.715000,"Picked up BP_FD_Sauce_Marinara_C_2147482306
"
00:15:44.867000,"Dropped BP_FD_Sauce_Marinara_C_2147482306
"
00:15:45.827000,"Placed BP_FD_Sauce_Marinara_C_2147482306 onto plate SM_Plate_Blueprint8
"
00:15:55.372000,"Dropped SM_Plate_Blueprint8
"
00:16:03.348000,"Picked up SM_BwlSm_Blueprint2
"
00:16:15.387000,"Dropped SM_BwlSm_Blueprint2
"
00:16:25.541000,"Dropped SM_FD_Strawberry8
"
00:16:25.764000,"Placed SM_FD_Strawberry8 onto plate SM_Plate_Blueprint7
"
00:16:26.363000,"Dropped SM_Plate_Blueprint7
"
00:16:27.429000,"Picked up SM_Plate_Blueprint7
"
00:16:28.362000,"Picked up SM_FD_Strawberry4
"
00:16:29.319000,"Dropped SM_FD_Strawberry4
"
00:16:29.539000,"Placed SM_FD_Strawberry4 onto plate SM_Plate_Blueprint7
"
00:16:30.271000,"Picked up SM_FD_Strawberry5
"
00:16:31.161000,"Dropped SM_FD_Strawberry5
"
00:16:31.363000,"Placed SM_FD_Strawberry5 onto plate SM_Plate_Blueprint7
"
00:16:32.017000,"Picked up SM_FD_Strawberry6
"
00:16:32.772000,"Placed SM_FD_Strawberry7 onto plate SM_Plate_Blueprint7
"
00:16:33.038000,"Dropped SM_FD_Strawberry6
"
00:16:33.237000,"Placed SM_FD_Strawberry6 onto plate SM_Plate_Blueprint7
"
00:16:16.919000,"Picked up SM_Plate_Blueprint7
"
00:16:35.967000,"Picked up SM_FD_Strawberry7
"
00:16:36.881000,"Dropped SM_FD_Strawberry7
"
00:16:37.257000,"Placed SM_FD_Strawberry7 onto plate SM_Plate_Blueprint7
"
00:16:39.947000,"Picked up SM_FD_Grapes_15
"
00:16:40.790000,"Dropped SM_FD_Grapes_15
"
00:16:41.012000,"Placed SM_FD_Grapes_15 onto plate SM_Plate_Blueprint7
"
00:16:41.968000,"Picked up SM_FD_Grapes_06
"
00:16:42.545000,"Placed SM_FD_Strawberry3 onto plate SM_Plate_Blueprint7
"
00:16:43.232000,"Dropped SM_FD_Grapes_06
"
00:16:44.365000,"Placed SM_FD_Grapes_06 onto plate SM_Plate_Blueprint7
"
00:16:45.589000,"Picked up SM_FD_Strawberry3
"
00:16:46.387000,"Dropped SM_FD_Strawberry3
"
00:16:47.520000,"Picked up SM_FD_Grapes_14
"
00:16:49.164000,"Dropped SM_FD_Grapes_14
"
00:16:51.457000,"Placed SM_FD_Grapes_14 onto plate SM_Plate_Blueprint7
"
00:16:55.693000,"Picked up SM_FD_Cookies_ChocChip_01_2
"
00:16:57.536000,"Dropped SM_FD_Cookies_ChocChip_01_2
"
00:16:57.803000,"Placed SM_FD_Cookies_ChocChip_01_2 onto plate SM_Plate_Blueprint7
"
00:17:00.024000,"Picked up SM_FD_Cookies_ChocChip_01_2
"
00:17:01.558000,"Dropped SM_FD_Cookies_ChocChip_01_2
"
00:17:05.332000,"Dropped SM_Plate_Blueprint7
"
00:16:22.467000,"Picked up SM_FD_Strawberry8
"
00:17:14.282000,"Picked up SM_BeverageCup_Blueprint4_219
"
00:17:31.573000,"Dropped SM_BeverageCup_Blueprint4_219
"
