time,annotation
00:11:37.964000,"Picked up SM_Plate_Blueprint9
"
00:12:16.967000,"Picked up BP_FD_Carrots_Roasted_C_2147482166
"
00:12:19.436000,"Dropped BP_FD_Carrots_Roasted_C_2147482166
"
00:12:19.703000,"Placed BP_FD_Carrots_Roasted_C_2147482166 onto plate SM_Plate_Blueprint9
"
00:12:23.233000,"Dropped SM_Plate_Blueprint9
"
00:12:23.639000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint9
"
00:12:29.431000,"Picked up SM_Plate_Blueprint8
"
00:11:42.320000,"Picked up BP_FD_Fries_SweetPotato_C_2147482172
"
00:12:43.249000,"Picked up SM_FD_Strawberry8
"
00:12:44.760000,"Dropped SM_FD_Strawberry8
"
00:12:44.983000,"Placed SM_FD_Strawberry8 onto plate SM_Plate_Blueprint8
"
00:12:47.336000,"Picked up SM_FD_Strawberry6
"
00:12:48.493000,"Dropped SM_FD_Strawberry6
"
00:12:48.669000,"Placed SM_FD_Strawberry6 onto plate SM_Plate_Blueprint8
"
00:12:49.845000,"Picked up SM_FD_Grapes_06
"
00:12:52.177000,"Dropped SM_FD_Grapes_06
"
00:12:52.377000,"Placed SM_FD_Grapes_06 onto plate SM_Plate_Blueprint8
"
00:12:54.847000,"Picked up SM_FD_Grapes_15
"
00:12:55.509000,"Dropped SM_FD_Grapes_15
"
00:12:55.710000,"Placed SM_FD_Grapes_15 onto plate SM_Plate_Blueprint8
"
00:12:59.994000,"Placed SM_Plate_Blueprint8 onto plate SM_Plate_Blueprint9
"
00:13:00.172000,"Dropped SM_Plate_Blueprint8
"
00:13:00.196000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:13:00.306000,"Placed BP_FD_Chicken_Cajun_C_2147482168 onto plate SM_Plate_Blueprint9
"
00:12:36.586000,"Picked up SM_FD_Cookies_ChocChip_01_2
"
00:13:07.814000,"Picked up SM_FD_Strawberry8 from plate
"
00:13:08.281000,"Placed SM_FD_Strawberry8 onto plate SM_Plate_Blueprint8
"
00:13:08.858000,"Dropped SM_FD_Strawberry8
"
00:13:09.502000,"Picked up SM_Plate_Blueprint8
"
00:13:11.878000,"Dropped SM_Plate_Blueprint8
"
00:12:37.897000,"Dropped SM_FD_Cookies_ChocChip_01_2
"
00:13:16.142000,"Picked up BP_FD_Chicken_Cajun_C_2147482168 from plate
"
00:13:16.698000,"Dropped BP_FD_Chicken_Cajun_C_2147482168
"
00:13:17.307000,"Placed BP_FD_Chicken_Cajun_C_2147482168 onto plate SM_Plate_Blueprint9
"
00:13:17.454000,"Picked up BP_FD_Fries_SweetPotato_C_2147482172 from plate
"
00:13:17.676000,"Placed SM_Floor_14 onto plate SM_Plate_Blueprint9
"
00:13:18.297000,"Dropped BP_FD_Fries_SweetPotato_C_2147482172
"
00:13:18.520000,"Placed SM_Floor_14 onto plate SM_Plate_Blueprint9
"
00:13:19.120000,"Picked up SM_FD_Breadstick_9 from plate
"
00:13:19.320000,"Placed SM_FD_Breadstick_9 onto plate SM_Plate_Blueprint9
"
00:13:19.542000,"Placed SM_Floor_14 onto plate SM_Plate_Blueprint9
"
00:13:19.853000,"Dropped SM_FD_Breadstick_9
"
00:13:20.275000,"Placed SM_Floor_14 onto plate SM_Plate_Blueprint9
"
00:13:20.467000,"Placed SM_FD_Breadstick_9 onto plate SM_Plate_Blueprint9
"
00:13:20.896000,"Picked up SM_Plate_Blueprint9
"
00:13:21.907000,"Placed BP_FD_Fries_SweetPotato_C_2147482172 onto plate SM_Plate_Blueprint9
"
00:12:38.143000,"Placed SM_FD_Cookies_ChocChip_01_2 onto plate SM_Plate_Blueprint8
"
00:13:23.782000,"Dropped SM_Plate_Blueprint9
"
00:13:24.437000,"Placed BP_FD_Fries_SweetPotato_C_2147482172 onto plate SM_Plate_Blueprint8
"
00:13:32.157000,"Picked up SM_BeverageCup_Blueprint3
"
00:12:40.629000,"Picked up SM_FD_Strawberry4
"
00:12:42.272000,"Placed SM_FD_Strawberry4 onto plate SM_Plate_Blueprint8
"
00:12:42.877000,"Dropped SM_FD_Strawberry4
"
00:13:47.638000,"Dropped SM_BeverageCup_Blueprint3
"
