time,annotation
00:10:48.791000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:10:49.011000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:10:49.943000,"Dropped SM_FD_Pizza_Cheese_Piece04
"
00:10:50.233000,"Placed SM_FD_Pizza_Cheese_Piece04 onto plate SM_Plate_Blueprint8
"
00:10:29.140000,"Placed SM_FD_Cookies_ChocChip_3 onto plate SM_Plate_Blueprint7
"
00:11:01.692000,"Picked up SM_BeverageCup_Blueprint4_219
"
00:10:30.025000,"Picked up SM_FD_LemonSquare_7
"
00:11:19.353000,"Dropped SM_BeverageCup_Blueprint4_219
"
00:11:21.862000,"Picked up BP_FD_Fries_SweetPotato_C_2147482425 from plate
"
00:11:22.063000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:11:22.700000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:11:23.019000,"Dropped BP_FD_Fries_SweetPotato_C_2147482425
"
00:11:23.340000,"Placed BP_FD_Fries_SweetPotato_C_2147482425 onto plate SM_Plate_Blueprint8
"
00:11:23.730000,"Picked up SM_FD_DinnerRoll_White_8 from plate
"
00:11:24.463000,"Dropped SM_FD_DinnerRoll_White_8
"
00:11:24.663000,"Placed SM_FD_DinnerRoll_White_8 onto plate SM_Plate_Blueprint8
"
00:11:25.128000,"Picked up SM_FD_DinnerRoll_White_8 from plate
"
00:10:31.534000,"Dropped SM_FD_LemonSquare_7
"
00:10:31.734000,"Placed SM_FD_LemonSquare_7 onto plate SM_Plate_Blueprint7
"
00:11:25.529000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:11:25.773000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:11:25.910000,"Dropped SM_FD_DinnerRoll_White_8
"
00:11:25.977000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:11:26.130000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint7
"
00:11:26.130000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:11:26.196000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:11:26.218000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint7
"
00:11:26.417000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:11:26.484000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint7
"
00:11:26.617000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:11:26.704000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint7
"
00:11:26.838000,"Placed SM_FD_DinnerRoll_White_8 onto plate SM_Plate_Blueprint8
"
00:11:28.770000,"Picked up SM_BeverageCup_Blueprint4_219
"
00:11:29.992000,"Dropped SM_BeverageCup_Blueprint4_219
"
00:11:31.858000,"Picked up SM_BeverageCup_Blueprint4_219
"
00:11:32.924000,"Dropped SM_BeverageCup_Blueprint4_219
"
00:12:26.053000,"Picked up SM_Plate_Blueprint8
"
00:12:36.984000,"Dropped BP_FD_Rice_Brown_C_2147482370
"
00:12:37.360000,"Placed BP_FD_Rice_Brown_C_2147482370 onto plate SM_Plate_Blueprint8
"
00:12:47.068000,"Picked up BP_FD_Beef_Braised_C_2147482368
"
00:12:50.134000,"Dropped BP_FD_Beef_Braised_C_2147482368
"
00:12:50.378000,"Placed BP_FD_Beef_Braised_C_2147482368 onto plate SM_Plate_Blueprint8
"
00:12:52.940000,"Picked up BP_FD_Chicken_Cajun_C_2147482366
"
00:12:54.798000,"Dropped BP_FD_Chicken_Cajun_C_2147482366
"
00:12:55.021000,"Placed BP_FD_Chicken_Cajun_C_2147482366 onto plate SM_Plate_Blueprint8
"
00:12:56.753000,"Picked up BP_FD_SalmonGrilled_C_2147482364
"
00:13:00.637000,"Dropped BP_FD_SalmonGrilled_C_2147482364
"
00:13:00.861000,"Placed BP_FD_SalmonGrilled_C_2147482364 onto plate SM_Plate_Blueprint8
"
00:13:11.881000,"Picked up BP_FD_Fries_Regular_C_2147482362
"
00:13:14.434000,"Dropped BP_FD_Fries_Regular_C_2147482362
"
00:13:14.790000,"Placed BP_FD_Fries_Regular_C_2147482362 onto plate SM_Plate_Blueprint8
"
00:13:15.922000,"Picked up BP_FD_Fries_Regular_C_2147482362
"
00:13:16.455000,"Dropped BP_FD_Fries_Regular_C_2147482362
"
00:13:16.657000,"Placed BP_FD_Fries_Regular_C_2147482362 onto plate SM_Plate_Blueprint8
"
00:13:17.788000,"Picked up BP_FD_Fries_SweetPotato_C_2147482360
"
00:13:20.830000,"Dropped BP_FD_Fries_SweetPotato_C_2147482360
"
00:13:21.098000,"Placed BP_FD_Fries_SweetPotato_C_2147482360 onto plate SM_Plate_Blueprint8
"
00:12:33.580000,"Picked up BP_FD_Rice_Brown_C_2147482370
"
00:13:26.672000,"Picked up SM_FD_DinnerRoll_White_4
"
00:13:37.734000,"Dropped SM_Plate_Blueprint8
"
00:13:38.044000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:13:43.779000,"Picked up SM_BwlSm_Blueprint2
"
00:13:28.071000,"Dropped SM_FD_DinnerRoll_White_4
"
00:14:00.344000,"Dropped SM_BwlSm_Blueprint2
"
00:13:29.366000,"Placed SM_FD_DinnerRoll_White_4 onto plate SM_Plate_Blueprint8
"
00:14:12.230000,"Picked up SM_BeverageCup_Blueprint4_219
"
00:13:30.783000,"Picked up SM_FD_DinnerRoll_White_4
"
00:13:32.518000,"Dropped SM_FD_DinnerRoll_White_4
"
00:14:36.037000,"Picked up SM_Plate_Blueprint7
"
00:14:39.509000,"Picked up SM_FD_LemonSquare_7
"
00:14:40.403000,"Dropped SM_FD_LemonSquare_7
"
00:14:40.599000,"Placed SM_FD_LemonSquare_7 onto plate SM_Plate_Blueprint7
"
00:14:41.708000,"Picked up SM_FD_Apple_Slice_34
"
00:14:43.041000,"Dropped SM_FD_Apple_Slice_34
"
00:14:43.220000,"Placed SM_FD_Apple_Slice_34 onto plate SM_Plate_Blueprint7
"
00:14:44.198000,"Picked up SM_FD_Apple_Slice_8
"
00:14:45.485000,"Placed SM_FD_Apple_Slice_8 onto plate SM_Plate_Blueprint7
"
00:14:45.900000,"Dropped SM_FD_Apple_Slice_8
"
00:14:46.351000,"Picked up SM_FD_Apple_Slice_9
"
00:14:47.550000,"Dropped SM_FD_Apple_Slice_9
"
00:14:47.795000,"Placed SM_FD_Apple_Slice_9 onto plate SM_Plate_Blueprint7
"
00:14:51.971000,"Picked up SM_FD_Strawberry3
"
00:14:28.888000,"Dropped SM_BeverageCup_Blueprint4_219
"
00:14:56.702000,"Dropped SM_FD_Strawberry3
"
00:14:56.945000,"Placed SM_FD_Strawberry3 onto plate SM_Plate_Blueprint7
"
00:15:01.411000,"Picked up SM_FD_Strawberry8
"
00:15:02.723000,"Dropped SM_FD_Strawberry8
"
00:15:03.101000,"Placed SM_FD_Strawberry8 onto plate SM_Plate_Blueprint7
"
00:15:06.340000,"Dropped SM_Plate_Blueprint7
"
