time,annotation
00:16:54.972000,"Placed BP_FD_GreenBeans_C_2147482366 onto plate SM_Plate_Blueprint8
"
00:17:09.734000,"Picked up SM_FD_PizzaBite_Veggie_2
"
00:17:11.115000,"Dropped SM_FD_PizzaBite_Veggie_2
"
00:17:11.332000,"Placed SM_FD_PizzaBite_Veggie_2 onto plate SM_Plate_Blueprint8
"
00:17:25.447000,"Picked up BP_FD_SalmonGrilled_C_2147482364
"
00:17:41.095000,"Dropped BP_FD_SalmonGrilled_C_2147482364
"
00:17:52.519000,"Picked up BP_FD_ChocolatePudding_C_2147482362
"
00:17:56.581000,"Dropped BP_FD_ChocolatePudding_C_2147482362
"
00:17:56.852000,"Placed BP_FD_ChocolatePudding_C_2147482362 onto plate SM_Plate_Blueprint8
"
00:18:11.412000,"Picked up SM_BeverageCup_Blueprint3
"
00:18:00.308000,"Dropped SM_Plate_Blueprint8
"
00:18:00.531000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:18:25.242000,"Dropped SM_BeverageCup_Blueprint3
"
00:18:32.660000,"Picked up SM_Plate_Blueprint7
"
00:18:35.066000,"Picked up SM_FD_Strawberry8
"
00:18:36.064000,"Placed SM_FD_Strawberry8 onto plate SM_Plate_Blueprint7
"
00:18:36.067000,"Dropped SM_FD_Strawberry8
"
00:18:36.440000,"Picked up SM_FD_Strawberry7
"
00:18:37.084000,"Dropped SM_FD_Strawberry7
"
00:18:37.352000,"Placed SM_FD_Strawberry7 onto plate SM_Plate_Blueprint7
"
00:18:37.795000,"Picked up SM_FD_Strawberry4
"
00:18:38.461000,"Dropped SM_FD_Strawberry4
"
00:18:38.751000,"Placed SM_FD_Strawberry4 onto plate SM_Plate_Blueprint7
"
00:18:39.129000,"Picked up SM_FD_Strawberry6
"
00:18:39.840000,"Dropped SM_FD_Strawberry6
"
00:18:40.106000,"Placed SM_FD_Strawberry6 onto plate SM_Plate_Blueprint7
"
00:18:40.584000,"Picked up SM_FD_Strawberry3
"
00:18:40.773000,"Placed SM_FD_Strawberry5 onto plate SM_Plate_Blueprint7
"
00:18:41.330000,"Dropped SM_FD_Strawberry3
"
00:18:43.524000,"Placed SM_FD_Strawberry3 onto plate SM_Plate_Blueprint7
"
00:18:45.061000,"Dropped SM_Plate_Blueprint7
"
00:18:45.127000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
00:18:45.217000,"Placed SM_FD_PizzaBite_Veggie_2 onto plate SM_Plate_Blueprint7
"
00:18:45.346000,"Placed SM_RegesterCounter_2 onto plate SM_Plate_Blueprint8
"
