1,2,3,4,5,6,,
98,-0.2047029,-0.0771129,-0.2817158,-0.12759,NULL,,
99,-0.2969337,-0.1299018,-0.4267355,-0.1670318,NULL,,
100,-0.343049,-0.1562963,-0.4992453,-0.1867527,NULL,,
101,-0.3891644,-0.1826907,-0.5717551,-0.2064736,NULL,,
102,-0.412222,-0.195888,-0.60801,-0.2163341,NULL,,
103,-0.4352797,-0.2090852,-0.6442649,-0.2261945,NULL,,
104,-0.455471,-0.1806075,-0.6359785,-0.2748635,NULL,,
105,-0.429547,-0.1257354,-0.5551823,-0.3038116,NULL,,
106,-0.2940673,-0.0882269,-0.3821942,-0.2058404,NULL,,
107,-0.1816452,-0.0639157,-0.2454609,-0.1177296,NULL,,
108,-0.1124722,-0.024324,-0.1366962,-0.0881483,NULL,,
109,-0.0000502,-0.0000127,0.0000371,-0.0000375,NULL,,
110,0.0921805,0.0527762,0.1450567,0.0394043,NULL,,
111,0.1844112,0.1055651,0.2900764,0.0788461,NULL,,
112,0.2535843,0.1451568,0.3988411,0.1084274,NULL,,
113,0.2929692,0.1810439,0.474113,0.1119253,NULL,,
114,0.3535009,0.2023448,0.5559457,0.151156,NULL,,
115,0.3333096,0.2308225,0.5642321,0.102487,NULL,,
116,0.3563673,0.2440198,0.600487,0.1123475,NULL,,
117,0.3794249,0.257217,0.6367419,0.1222079,NULL,,
118,0.3592336,0.2856947,0.6450283,0.073539,NULL,,
119,0.3592336,0.2856947,0.6450283,0.073539,NULL,,
120,0.3159847,0.3009751,0.6170598,0.0150095,NULL,,
121,0.3159847,0.3009751,0.6170598,0.0150095,NULL,,
122,0.249678,0.3030584,0.5528364,-0.0533804,NULL,,
123,0.3159847,0.3009751,0.6170598,0.0150095,NULL,,
124,0.3986185,0.3215817,0.7203003,0.0770368,NULL,,
125,0.5456482,0.3123218,0.85807,0.2333264,NULL,,
126,0.6811279,0.3498302,1.0310581,0.3312977,NULL,,
127,0.7349291,0.3806238,1.1156529,0.3543054,NULL,,
128,0.8819588,0.3713638,1.2534226,0.510595,NULL,,
129,1.022258,0.3715965,1.3939544,0.6506615,NULL,,
130,1.0885646,0.3695132,1.4581779,0.7190514,NULL,,
131,1.1116223,0.3827105,1.4944328,0.7289119,NULL,,
132,1.0885646,0.3695132,1.4581779,0.7190514,NULL,,
133,1.1692877,0.3623365,1.5317241,0.8069511,NULL,,
134,1.1116223,0.3827105,1.4944328,0.7289119,NULL,,
135,1.1087559,0.3410355,1.4498914,0.7677204,NULL,,
136,1.0453156,0.3847937,1.4302094,0.660522,NULL,,
137,0.9915144,0.3540002,1.3456146,0.6375143,NULL,,
138,0.9684567,0.3408029,1.3093597,0.6276538,NULL,,
139,0.9684567,0.3408029,1.3093597,0.6276538,NULL,,
140,0.9684567,0.3408029,1.3093597,0.6276538,NULL,,
141,0.9684567,0.3408029,1.3093597,0.6276538,NULL,,
142,0.9684567,0.3408029,1.3093597,0.6276538,NULL,,
143,0.9684567,0.3408029,1.3093597,0.6276538,NULL,,
144,0.9021501,0.3428861,1.2451363,0.5592639,NULL,,
145,0.8646761,0.3347824,1.1995585,0.5298937,NULL,,
146,0.8646761,0.3347824,1.1995585,0.5298937,NULL,,
147,0.8214271,0.3500628,1.17159,0.4713643,NULL,,
148,0.7820422,0.3141758,1.096318,0.4678664,NULL,,
149,0.7387932,0.3294563,1.0683495,0.4093369,NULL,,
150,0.6811279,0.3498302,1.0310581,0.3312977,NULL,,
151,0.6580702,0.336633,0.9948032,0.3214372,NULL,,
152,0.6119549,0.3102385,0.9222934,0.3017163,NULL,,
153,0.5888972,0.2970413,0.8860385,0.2918559,NULL,,
154,0.5225905,0.2991245,0.8218151,0.223466,NULL,,
155,0.4687893,0.268331,0.7372203,0.2004583,NULL,,
156,0.4226739,0.2419365,0.6647105,0.1807374,NULL,,
157,0.4226739,0.2419365,0.6647105,0.1807374,NULL,,
158,0.3794249,0.257217,0.6367419,0.1222079,NULL,,
159,0.3794249,0.257217,0.6367419,0.1222079,NULL,,
160,0.8214271,0.3500628,1.17159,0.4713643,NULL,,
161,0.9021501,0.3428861,1.2451363,0.5592639,NULL,,
162,0.9915144,0.3540002,1.3456146,0.6375143,NULL,,
163,1.1087559,0.3410355,1.4498914,0.7677204,NULL,,
164,1.1692877,0.3623365,1.5317241,0.8069511,NULL,,
165,1.1923453,0.3755337,1.5679791,0.8168116,NULL,,
166,1.1490964,0.3908142,1.5400106,0.7582821,NULL,,
167,1.1490964,0.3908142,1.5400106,0.7582821,NULL,,
168,1.1490964,0.3908142,1.5400106,0.7582821,NULL,,
169,1.1490964,0.3908142,1.5400106,0.7582821,NULL,,
170,1.091431,0.4111882,1.5027192,0.6802429,NULL,,
171,1.0251244,0.4132714,1.4384958,0.611853,NULL,,
172,0.9818754,0.4285518,1.4105272,0.5533236,NULL,,
173,0.9444014,0.4204481,1.3649495,0.5239533,NULL,,
174,0.9645927,0.3919704,1.3566631,0.5726223,NULL,,
175,0.9252078,0.3560834,1.2813911,0.5691244,NULL,,
176,0.9252078,0.3560834,1.2813911,0.5691244,NULL,,
177,0.8646761,0.3347824,1.1995585,0.5298937,NULL,,
178,0.8416184,0.3215851,1.1633036,0.5200332,NULL,,
179,0.7781781,0.3653433,1.1436214,0.4128348,NULL,,
180,0.7589845,0.3009786,1.0600631,0.4580059,NULL,,
181,0.7013192,0.3213525,1.0227717,0.3799666,NULL,,
182,0.6782615,0.3081553,0.9865168,0.3701062,NULL,,
183,0.6090885,0.2685636,0.8777521,0.3405249,NULL,,
184,0.5860308,0.2553664,0.8414972,0.3306644,NULL,,
185,0.5697036,0.2326766,0.8024802,0.337027,NULL,,
186,0.5091718,0.2113756,0.7206475,0.2977963,NULL,,
187,0.4861142,0.1981784,0.6843926,0.2879358,NULL,,
188,0.4630565,0.1849811,0.6481376,0.2780754,NULL,,
189,0.4630565,0.1849811,0.6481376,0.2780754,NULL,,
190,0.3563673,0.2440198,0.600487,0.1123475,NULL,,
191,0.3333096,0.2308225,0.5642321,0.102487,NULL,,
192,0.3794249,0.257217,0.6367419,0.1222079,NULL,,
193,0.4851165,0.2910208,0.7762373,0.1940957,NULL,,
194,0.6119549,0.3102385,0.9222934,0.3017163,NULL,,
195,0.7820422,0.3141758,1.096318,0.4678664,NULL,,
196,0.9223414,0.3144085,1.2368498,0.6079329,NULL,,
197,1.0318971,0.2970448,1.3290417,0.7348523,NULL,,
198,1.1087559,0.3410355,1.4498914,0.7677204,NULL,,
199,1.1692877,0.3623365,1.5317241,0.8069511,NULL,,
200,1.2355943,0.3602533,1.5959476,0.875341,NULL,,
201,1.2893956,0.3910468,1.6805423,0.8983487,NULL,,
202,1.3124533,0.404244,1.7167972,0.9082091,NULL,,
203,1.2317302,0.4114208,1.6432511,0.8203095,NULL,,
204,1.2519215,0.3829431,1.6349646,0.8689784,NULL,,
205,1.1654236,0.413504,1.5790275,0.7519196,NULL,,
206,1.1923453,0.3755337,1.5679791,0.8168116,NULL,,
207,1.1490964,0.3908142,1.5400106,0.7582821,NULL,,
208,1.1318136,0.3542328,1.4861465,0.7775809,NULL,,
209,1.0924287,0.3183457,1.4108745,0.774083,NULL,,
210,1.0924287,0.3183457,1.4108745,0.774083,NULL,,
211,1.0117058,0.3255225,1.3373282,0.6861833,NULL,,
212,0.9886481,0.3123252,1.3010733,0.6763228,NULL,,
213,0.9425327,0.2859308,1.2285634,0.656602,NULL,,
214,0.9425327,0.2859308,1.2285634,0.656602,NULL,,
215,0.9117891,0.2683344,1.1802236,0.6434547,NULL,,
216,0.8887314,0.2551372,1.1439687,0.6335942,NULL,,
217,0.8224248,0.2572204,1.0797452,0.5652043,NULL,,
218,0.7993671,0.2440232,1.0434903,0.5553439,NULL,,
219,0.8224248,0.2572204,1.0797452,0.5652043,NULL,,
220,0.7993671,0.2440232,1.0434903,0.5553439,NULL,,
221,0.8022335,0.2856981,1.0880316,0.5165353,NULL,,
222,0.7820422,0.3141758,1.096318,0.4678664,NULL,,
223,0.7551205,0.3521461,1.1073666,0.4029744,NULL,,
224,0.7579868,0.393821,1.1519078,0.3641658,NULL,,
225,0.8041022,0.4202155,1.2244177,0.3838867,NULL,,
226,0.8607698,0.4926839,1.3535538,0.3680859,NULL,,
227,0.914571,0.5234775,1.4381485,0.3910936,NULL,,
228,0.9376287,0.5366747,1.4744035,0.400954,NULL,,
229,0.914571,0.5234775,1.4381485,0.3910936,NULL,,
230,0.9174374,0.5651524,1.4826899,0.352285,NULL,,
231,0.8943797,0.5519552,1.446435,0.3424246,NULL,,
232,0.9606864,0.5498719,1.5106584,0.4108145,NULL,,
233,1.0577366,0.565385,1.6232216,0.4923516,NULL,,
234,1.1817086,0.5429279,1.7247365,0.6387808,NULL,,
235,1.2451489,0.4991697,1.7444186,0.7459792,NULL,,
236,1.2682066,0.512367,1.7806735,0.7558396,NULL,,
237,1.2682066,0.512367,1.7806735,0.7558396,NULL,,
238,1.2883979,0.4838892,1.7723871,0.8045086,NULL,,
239,1.2490129,0.4480022,1.6971152,0.8010107,NULL,,
240,1.2317302,0.4114208,1.6432511,0.8203095,NULL,,
241,1.1692877,0.3623365,1.5317241,0.8069511,NULL,,
242,1.069371,0.3051485,1.3746195,0.7642225,NULL,,
243,0.9694544,0.2479605,1.2175149,0.7214939,NULL,,
244,0.8426161,0.2287427,1.0714588,0.6138734,NULL,,
245,0.7157778,0.209525,0.9254028,0.5062528,NULL,,
246,0.6302775,0.1472435,0.777621,0.483034,NULL,,
247,0.5928035,0.1391398,0.7320432,0.4536637,NULL,,
248,0.6129947,0.1106621,0.7237568,0.5023327,NULL,,
249,0.5928035,0.1391398,0.7320432,0.4536637,NULL,,
250,0.5928035,0.1391398,0.7320432,0.4536637,NULL,,
251,0.5726122,0.1676175,0.7403296,0.4049947,NULL,,
252,0.6331438,0.1889184,0.8221623,0.4442254,NULL,,
253,0.5898948,0.2041989,0.7941937,0.385696,NULL,,
254,0.6331438,0.1889184,0.8221623,0.4442254,NULL,,
255,0.6562015,0.2021157,0.8584172,0.4540859,NULL,,
256,0.6562015,0.2021157,0.8584172,0.4540859,NULL,,
257,0.6129525,0.2173961,0.8304487,0.3955564,NULL,,
258,0.6331438,0.1889184,0.8221623,0.4442254,NULL,,
259,0.5898948,0.2041989,0.7941937,0.385696,NULL,,
260,0.5524209,0.1960952,0.748616,0.3563257,NULL,,
261,0.5063055,0.1697007,0.6761062,0.3366048,NULL,,
262,0.4630565,0.1849811,0.6481376,0.2780754,NULL,,
263,0.3967499,0.1870644,0.5839142,0.2096855,NULL,,
264,0.3304432,0.1891476,0.5196908,0.1412956,NULL,,
265,0.2929692,0.1810439,0.474113,0.1119253,NULL,,
266,0.233393,0.1736345,0.4071275,0.0597584,NULL,,
267,0.233393,0.1736345,0.4071275,0.0597584,NULL,,
268,0.1440286,0.1625205,0.3066491,-0.0184919,NULL,,
269,0.1007797,0.177801,0.2786806,-0.0770213,NULL,,
270,0.1007797,0.177801,0.2786806,-0.0770213,NULL,,
271,0.1007797,0.177801,0.2786806,-0.0770213,NULL,,
272,0.077722,0.1646038,0.2424257,-0.0868818,NULL,,
273,0.1670863,0.1757178,0.3429041,-0.0086314,NULL,,
274,0.2929692,0.1810439,0.474113,0.1119253,NULL,,
275,0.4428652,0.2134588,0.656424,0.2294064,NULL,,
276,0.6292798,0.2400859,0.8694657,0.3891939,NULL,,
277,0.7186441,0.2511999,0.9699441,0.4674442,NULL,,
278,0.8685401,0.2836149,1.1522551,0.5849252,NULL,,
279,0.9655904,0.299128,1.2648183,0.6664624,NULL,,
280,1.0117058,0.3255225,1.3373282,0.6861833,NULL,,
281,1.0491797,0.3336262,1.382906,0.7155535,NULL,,
282,1.0924287,0.3183457,1.4108745,0.774083,NULL,,
283,1.0655069,0.356316,1.4219229,0.709191,NULL,,
284,1.0924287,0.3183457,1.4108745,0.774083,NULL,,
285,1.0924287,0.3183457,1.4108745,0.774083,NULL,,
286,0.9425327,0.2859308,1.2285634,0.656602,NULL,,
287,0.9694544,0.2479605,1.2175149,0.7214939,NULL,,
288,0.8887314,0.2551372,1.1439687,0.6335942,NULL,,
289,0.8887314,0.2551372,1.1439687,0.6335942,NULL,,
290,0.8656738,0.24194,1.1077137,0.6237338,NULL,,
291,0.8426161,0.2287427,1.0714588,0.6138734,NULL,,
292,0.8224248,0.2572204,1.0797452,0.5652043,NULL,,
293,0.7417018,0.2643971,1.006199,0.4773046,NULL,,
294,0.7186441,0.2511999,0.9699441,0.4674442,NULL,,
295,0.6955864,0.2380027,0.9336891,0.4575838,NULL,,
296,0.6725287,0.2248055,0.8974342,0.4477233,NULL,,
297,0.6562015,0.2021157,0.8584172,0.4540859,NULL,,
298,0.6533352,0.1604407,0.8138759,0.4928944,NULL,,
299,0.6100861,0.1757212,0.7859073,0.4343649,NULL,,
300,0.5726122,0.1676175,0.7403296,0.4049947,NULL,,
301,0.4630565,0.1849811,0.6481376,0.2780754,NULL,,
302,0.3967499,0.1870644,0.5839142,0.2096855,NULL,,
303,0.3535009,0.2023448,0.5559457,0.151156,NULL,,
304,0.3304432,0.1891476,0.5196908,0.1412956,NULL,,
305,0.233393,0.1736345,0.4071275,0.0597584,NULL,,
306,0.233393,0.1736345,0.4071275,0.0597584,NULL,,
307,0.2103353,0.1604373,0.3708726,0.049898,NULL,,
308,0.1872776,0.1472401,0.3346177,0.0400376,NULL,,
309,0.2535843,0.1451568,0.3988411,0.1084274,NULL,,
310,0.3736922,0.1738671,0.5476593,0.199825,NULL,,
311,0.4861142,0.1981784,0.6843926,0.2879358,NULL,,
312,0.6292798,0.2400859,0.8694657,0.3891939,NULL,,
313,0.7186441,0.2511999,0.9699441,0.4674442,NULL,,
314,0.8224248,0.2572204,1.0797452,0.5652043,NULL,,
315,0.8887314,0.2551372,1.1439687,0.6335942,NULL,,
316,0.9117891,0.2683344,1.1802236,0.6434547,NULL,,
317,0.8685401,0.2836149,1.1522551,0.5849252,NULL,,
318,0.9117891,0.2683344,1.1802236,0.6434547,NULL,,
319,0.9117891,0.2683344,1.1802236,0.6434547,NULL,,
320,0.8848674,0.3063047,1.1912721,0.5785627,NULL,,
321,0.8848674,0.3063047,1.1912721,0.5785627,NULL,,
322,0.8685401,0.2836149,1.1522551,0.5849252,NULL,,
323,0.8252912,0.2988954,1.1242865,0.5263958,NULL,,
324,0.8022335,0.2856981,1.0880316,0.5165353,NULL,,
325,0.8454825,0.2704177,1.1160002,0.5750648,NULL,,
326,0.8022335,0.2856981,1.0880316,0.5165353,NULL,,
327,0.8224248,0.2572204,1.0797452,0.5652043,NULL,,
328,0.7993671,0.2440232,1.0434903,0.5553439,NULL,,
329,0.7618931,0.2359195,0.9979126,0.5259736,NULL,,
330,0.7157778,0.209525,0.9254028,0.5062528,NULL,,
331,0.6763928,0.173638,0.8501308,0.5027549,NULL,,
332,0.5726122,0.1676175,0.7403296,0.4049947,NULL,,
333,0.4832478,0.1565035,0.6398513,0.3267444,NULL,,
334,0.3938835,0.1453895,0.5393729,0.248494,NULL,,
335,0.3170246,0.1013987,0.4185232,0.2156259,NULL,,
336,0.2276602,0.0902847,0.3180449,0.1373755,NULL,,
337,0.1844112,0.1055651,0.2900764,0.0788461,NULL,,
338,0.0950469,0.0944511,0.189598,0.0005958,NULL,,
339,0.0719892,0.0812539,0.1533431,-0.0092647,NULL,,
340,0.0489315,0.0680567,0.1170882,-0.0191251,NULL,,
341,0.0258739,0.0548594,0.0808333,-0.0289856,NULL,,
342,0.0028162,0.0416622,0.0445784,-0.038846,NULL,,
343,-0.0634905,0.0437454,-0.019645,-0.1072359,NULL,,
344,-0.1067395,0.0590259,-0.0476136,-0.1657653,NULL,,
345,-0.1067395,0.0590259,-0.0476136,-0.1657653,NULL,,
346,-0.1067395,0.0590259,-0.0476136,-0.1657653,NULL,,
347,0.0028162,0.0416622,0.0445784,-0.038846,NULL,,
348,0.1584872,0.050693,0.2092801,0.1077942,NULL,,
349,0.2939669,0.0882014,0.3822683,0.2057654,NULL,,
350,0.4208052,0.1074192,0.5283244,0.313386,NULL,,
351,0.5264968,0.141223,0.6678198,0.3852738,NULL,,
352,0.6533352,0.1604407,0.8138759,0.4928944,NULL,,
353,0.6994505,0.1868352,0.8863857,0.5126153,NULL,,
354,0.7388354,0.2227222,0.9616576,0.5161132,NULL,,
355,0.7388354,0.2227222,0.9616576,0.5161132,NULL,,
356,0.7820844,0.2074418,0.9896262,0.5746426,NULL,,
357,0.7590267,0.1942445,0.9533712,0.5647822,NULL,,
358,0.6994505,0.1868352,0.8863857,0.5126153,NULL,,
359,0.6763928,0.173638,0.8501308,0.5027549,NULL,,
360,0.6100861,0.1757212,0.7859073,0.4343649,NULL,,
361,0.6302775,0.1472435,0.777621,0.483034,NULL,,
362,0.6504688,0.1187658,0.7693346,0.5317029,NULL,,
363,0.6735264,0.131963,0.8055895,0.5415634,NULL,,
364,0.6504688,0.1187658,0.7693346,0.5317029,NULL,,
365,0.6302775,0.1472435,0.777621,0.483034,NULL,,
366,0.6735264,0.131963,0.8055895,0.5415634,NULL,,
367,0.6735264,0.131963,0.8055895,0.5415634,NULL,,
368,0.6302775,0.1472435,0.777621,0.483034,NULL,,
369,0.5726122,0.1676175,0.7403296,0.4049947,NULL,,
370,0.5726122,0.1676175,0.7403296,0.4049947,NULL,,
371,0.5495545,0.1544202,0.7040747,0.3951342,NULL,,
372,0.5293632,0.1828979,0.7123611,0.3464653,NULL,,
373,0.4832478,0.1565035,0.6398513,0.3267444,NULL,,
374,0.4169412,0.1585867,0.5756279,0.2583545,NULL,,
375,0.3506345,0.1606699,0.5114044,0.1899646,NULL,,
376,0.3198909,0.1430736,0.4630645,0.1768173,NULL,,
377,0.2535843,0.1451568,0.3988411,0.1084274,NULL,,
378,0.2305266,0.1319596,0.3625862,0.098567,NULL,,
379,0.1642199,0.1340428,0.2983628,0.0301771,NULL,,
380,0.120971,0.1493233,0.2703942,-0.0283523,NULL,,
381,0.0979133,0.1361261,0.2341393,-0.0382128,NULL,,
382,0.0546643,0.1514065,0.2061708,-0.0967422,NULL,,
383,-0.0577577,0.1270953,0.0694376,-0.184853,NULL,,
384,-0.0577577,0.1270953,0.0694376,-0.184853,NULL,,
385,-0.0347,0.1402925,0.1056925,-0.1749925,NULL,,
386,0.0546643,0.1514065,0.2061708,-0.0967422,NULL,,
387,0.2103353,0.1604373,0.3708726,0.049898,NULL,,
388,0.3304432,0.1891476,0.5196908,0.1412956,NULL,,
389,0.5091718,0.2113756,0.7206475,0.2977963,NULL,,
390,0.6292798,0.2400859,0.8694657,0.3891939,NULL,,
391,0.7618931,0.2359195,0.9979126,0.5259736,NULL,,
392,0.8224248,0.2572204,1.0797452,0.5652043,NULL,,
393,0.8454825,0.2704177,1.1160002,0.5750648,NULL,,
394,0.8685401,0.2836149,1.1522551,0.5849252,NULL,,
395,0.9425327,0.2859308,1.2285634,0.656602,NULL,,
396,0.9857817,0.2706503,1.256532,0.7151314,NULL,,
397,0.9425327,0.2859308,1.2285634,0.656602,NULL,,
398,0.9694544,0.2479605,1.2175149,0.7214939,NULL,,
399,0.9117891,0.2683344,1.1802236,0.6434547,NULL,,
400,0.9117891,0.2683344,1.1802236,0.6434547,NULL,,
401,0.8685401,0.2836149,1.1522551,0.5849252,NULL,,
402,0.8887314,0.2551372,1.1439687,0.6335942,NULL,,
403,0.8224248,0.2572204,1.0797452,0.5652043,NULL,,
404,0.7993671,0.2440232,1.0434903,0.5553439,NULL,,
405,0.7993671,0.2440232,1.0434903,0.5553439,NULL,,
406,0.7417018,0.2643971,1.006199,0.4773046,NULL,,
407,0.7417018,0.2643971,1.006199,0.4773046,NULL,,
408,0.6753951,0.2664804,0.9419755,0.4089147,NULL,,
409,0.6292798,0.2400859,0.8694657,0.3891939,NULL,,
410,0.5898948,0.2041989,0.7941937,0.385696,NULL,,
411,0.5091718,0.2113756,0.7206475,0.2977963,NULL,,
412,0.4659229,0.2266561,0.692679,0.2392668,NULL,,
413,0.4428652,0.2134588,0.656424,0.2294064,NULL,,
414,0.4198075,0.2002616,0.6201692,0.2195459,NULL,,
415,0.3102519,0.2176253,0.5279772,0.0926266,NULL,,
416,0.2727779,0.2095215,0.4823994,0.0632563,NULL,,
417,0.2295289,0.224802,0.4544309,0.0047269,NULL,,
418,0.2064712,0.2116048,0.418176,-0.0051335,NULL,,
419,0.1632223,0.2268852,0.3902075,-0.063663,NULL,,
420,0.146895,0.2041954,0.3511904,-0.0573004,NULL,,
421,0.1632223,0.2268852,0.3902075,-0.063663,NULL,,
422,0.143031,0.2553629,0.3984939,-0.112332,NULL,,
423,0.099782,0.2706434,0.3705254,-0.1708614,NULL,,
424,0.1660886,0.2685602,0.4347488,-0.1024715,NULL,,
425,0.3553696,0.3368622,0.6923317,0.0185074,NULL,,
426,0.4850743,0.3977548,0.8829291,0.0873194,NULL,,
427,0.5907659,0.4315586,1.0224246,0.1592072,NULL,,
428,0.6945465,0.4375792,1.1322258,0.2569674,NULL,,
429,0.7608532,0.4354959,1.1964492,0.3253573,NULL,,
430,0.8041022,0.4202155,1.2244177,0.3838867,NULL,,
431,0.8780947,0.4225313,1.3007261,0.4555634,NULL,,
432,0.8617675,0.3998415,1.261709,0.461926,NULL,,
433,0.8819588,0.3713638,1.2534226,0.510595,NULL,,
434,0.8819588,0.3713638,1.2534226,0.510595,NULL,,
435,0.7781781,0.3653433,1.1436214,0.4128348,NULL,,
