1,2,3,4,5,6,,
1704,5.422173,1.1150646,6.5373373,4.3071079,NULL,,
1705,5.1070089,1.0414366,6.1485457,4.0655723,NULL,,
1706,4.8581519,0.9657252,5.823977,3.8924267,NULL,,
1707,4.5843263,0.8490334,5.4334593,3.7352927,NULL,,
1708,4.3431549,0.777721,5.120976,3.5654337,NULL,,
1709,4.0914311,0.6603348,4.7518659,3.4310963,NULL,,
1710,3.8810036,0.6066188,4.4877224,3.2743847,NULL,,
1711,3.6638453,0.5623955,4.2263408,3.10145,NULL,,
1712,3.5793006,0.5140056,4.0934062,3.065295,NULL,,
1713,3.4101686,0.5239599,3.9342287,2.8862088,NULL,,
1714,3.3458152,0.4470924,3.7930076,2.8987226,NULL,,
1715,3.1805475,0.4058793,3.5865266,2.774668,NULL,,
1716,3.0623503,0.4049523,3.4674027,2.6573982,NULL,,
1717,3.0085492,0.3741587,3.3828077,2.6343904,NULL,,
1718,2.9201403,0.3769363,3.2971766,2.5432038,NULL,,
1719,2.9403315,0.3484586,3.2888901,2.5918729,NULL,,
1720,2.9778056,0.3565624,3.3344679,2.6212432,NULL,,
1721,3.1094635,0.3385043,3.4480677,2.7709591,NULL,,
1722,3.1901865,0.3313276,3.5216141,2.8588588,NULL,,
1723,3.2814617,0.3702249,3.6517866,2.9112368,NULL,,
1724,3.4131196,0.3521668,3.7653863,3.0609527,NULL,,
1725,3.4505935,0.3602705,3.8109641,3.090323,NULL,,
1726,3.4505935,0.3602705,3.8109641,3.090323,NULL,,
1727,3.4505935,0.3602705,3.8109641,3.090323,NULL,,
1728,3.4505935,0.3602705,3.8109641,3.090323,NULL,,
1729,3.4400413,0.3141965,3.7543378,3.1258447,NULL,,
1730,3.3593183,0.3213732,3.6807914,3.037945,NULL,,
1731,3.3112919,0.2671955,3.5785875,3.0440965,NULL,,
1732,3.268043,0.2824759,3.5506189,2.9855671,NULL,,
1733,3.2372994,0.2648796,3.502279,2.9724197,NULL,,
1734,3.1998255,0.2567759,3.4567013,2.9430494,NULL,,
1735,3.1767678,0.2435786,3.4204464,2.9331892,NULL,,
1736,3.1027751,0.2412628,3.3441379,2.8615124,NULL,,
1737,3.0345576,0.2155627,3.2502203,2.8189948,NULL,,
1738,2.9576986,0.171572,3.1293707,2.7861266,NULL,,
1739,2.9240887,0.1123007,3.0364895,2.8117881,NULL,,
1740,2.8058918,0.1113737,2.9173656,2.6945181,NULL,,
1741,2.7520905,0.0805802,2.8327706,2.6715102,NULL,,
1742,2.6511762,0.1162346,2.7675109,2.5349417,NULL,,
1743,2.5704532,0.1234113,2.6939645,2.447042,NULL,,
1744,2.473403,0.1078982,2.5814011,2.3655047,NULL,,
1745,2.4128714,0.0865972,2.4995685,2.3262742,NULL,,
1746,2.3590701,0.0558037,2.4149737,2.3032663,NULL,,
1747,2.3215961,0.0476999,2.369396,2.2738962,NULL,,
1748,2.2178154,0.0416794,2.2595949,2.176136,NULL,,
1749,2.1438229,0.0393636,2.1832864,2.1044593,NULL,,
1750,2.1438229,0.0393636,2.1832864,2.1044593,NULL,,
1751,2.2985384,0.0345027,2.3331411,2.2640357,NULL,,
1752,2.4330626,0.0581195,2.4912822,2.374943,NULL,,
1753,2.5906446,0.0949336,2.6856782,2.4957108,NULL,,
1754,2.7895646,0.0886839,2.8783484,2.7008805,NULL,,
1755,2.9673376,0.0970203,3.0644579,2.8703175,NULL,,
1756,3.0211389,0.1278138,3.1490529,2.8933251,NULL,,
1757,3.1326056,0.1382334,3.2709389,2.9943721,NULL,,
1758,3.1662154,0.1975046,3.3638201,2.9687109,NULL,,
1759,3.2200167,0.2282982,3.4484148,2.9917185,NULL,,
1760,3.1998255,0.2567759,3.4567013,2.9430494,NULL,,
1761,3.2574906,0.2364019,3.4939926,3.0210888,NULL,,
1762,3.2372994,0.2648796,3.502279,2.9724197,NULL,,
1763,3.2372994,0.2648796,3.502279,2.9724197,NULL,,
1764,3.1998255,0.2567759,3.4567013,2.9430494,NULL,,
1765,3.2949648,0.2445057,3.5395703,3.0504591,NULL,,
1766,3.2949648,0.2445057,3.5395703,3.0504591,NULL,,
1767,3.3112919,0.2671955,3.5785875,3.0440965,NULL,,
1768,3.3112919,0.2671955,3.5785875,3.0440965,NULL,,
1769,3.3487661,0.2752992,3.6241653,3.0734668,NULL,,
1770,3.2911007,0.2956732,3.5868738,2.9954276,NULL,,
1771,3.2911007,0.2956732,3.5868738,2.9954276,NULL,,
1772,3.2911007,0.2956732,3.5868738,2.9954276,NULL,,
1773,3.2103777,0.3028499,3.5133276,2.9075279,NULL,,
1774,3.2103777,0.3028499,3.5133276,2.9075279,NULL,,
1775,3.2372994,0.2648796,3.502279,2.9724197,NULL,,
1776,3.2372994,0.2648796,3.502279,2.9724197,NULL,,
1777,3.2200167,0.2282982,3.4484148,2.9917185,NULL,,
1778,3.1767678,0.2435786,3.4204464,2.9331892,NULL,,
1779,3.1191025,0.2639526,3.3831551,2.8551497,NULL,,
1780,3.1191025,0.2639526,3.3831551,2.8551497,NULL,,
1781,3.098911,0.2924303,3.3914413,2.8064809,NULL,,
1782,3.1527123,0.3232238,3.4760363,2.8294885,NULL,,
1783,3.264179,0.3336434,3.5979223,2.9305356,NULL,,
1784,3.4400413,0.3141965,3.7543378,3.1258447,NULL,,
1785,3.605309,0.3554097,3.9608188,3.2498994,NULL,,
1786,3.7849932,0.3915293,4.1766224,3.3934639,NULL,,
1787,3.9915991,0.3896787,4.3813777,3.6019204,NULL,,
1788,4.1068873,0.4556648,4.5626521,3.6512227,NULL,,
1789,4.2433224,0.5070649,4.7504873,3.7362576,NULL,,
1790,4.3922629,0.5255883,4.9179516,3.8666749,NULL,,
1791,4.5114155,0.5404069,5.0519223,3.9710085,NULL,,
1792,4.5796332,0.566107,5.1458402,4.013526,NULL,,
1793,4.6209292,0.6297773,5.2508063,3.9911518,NULL,,
1794,4.6584029,0.637881,5.2963839,4.0205221,NULL,,
1795,4.6747303,0.6605709,5.3354011,4.0141592,NULL,,
1796,4.6747303,0.6605709,5.3354011,4.0141592,NULL,,
1797,4.7429481,0.6862709,5.4293189,4.0566769,NULL,,
1798,4.7736912,0.7038672,5.4776587,4.0698242,NULL,,
1799,4.8313565,0.6834933,5.5149498,4.1478634,NULL,,
1800,4.8621001,0.7010896,5.5632896,4.1610107,NULL,,
1801,4.8890219,0.6631193,5.5522413,4.2259026,NULL,,
1802,4.8890219,0.6631193,5.5522413,4.2259026,NULL,,
1803,4.8313565,0.6834933,5.5149498,4.1478634,NULL,,
1804,4.8582783,0.645523,5.5039015,4.2127552,NULL,,
1805,4.7631392,0.6577932,5.4210324,4.1053457,NULL,,
1806,4.6478086,0.6985411,5.3464499,3.9492674,NULL,,
1807,4.6314812,0.6758513,5.3074327,3.9556301,NULL,,
1808,4.6007376,0.658255,5.2590928,3.9424827,NULL,,
1809,4.5055985,0.6705252,5.1762238,3.8350732,NULL,,
1810,4.4479332,0.6908992,5.1389322,3.7570338,NULL,,
1811,4.4171896,0.6733028,5.0905924,3.7438867,NULL,,
1812,4.386446,0.6557065,5.0422525,3.7307394,NULL,,
1813,4.386446,0.6557065,5.0422525,3.7307394,NULL,,
1814,4.2913065,0.6679767,4.9593835,3.6233299,NULL,,
1815,4.3489718,0.6476028,4.9966745,3.701369,NULL,,
1816,4.386446,0.6557065,5.0422525,3.7307394,NULL,,
1817,4.5055985,0.6705252,5.1762238,3.8350732,NULL,,
1818,4.6478086,0.6985411,5.3464499,3.9492674,NULL,,
1819,4.8621001,0.7010896,5.5632896,4.1610107,NULL,,
1820,4.9754777,0.7392924,5.7148705,4.2361851,NULL,,
1821,5.1282825,0.7066483,5.8350306,4.4216342,NULL,,
1822,5.1321044,0.7622149,5.8944192,4.3698893,NULL,,
1823,5.2205129,0.7594373,5.9800506,4.4610758,NULL,,
1824,5.257987,0.767541,6.0256281,4.4904461,NULL,,
1825,5.3156524,0.7471671,6.0629196,4.5684853,NULL,,
1826,5.2887306,0.7851373,6.0739679,4.5035934,NULL,,
1827,5.257987,0.767541,6.0256281,4.4904461,NULL,,
1828,5.2003217,0.7879149,5.9883366,4.4124069,NULL,,
1829,5.162848,0.7798112,5.942759,4.3830366,NULL,,
1830,5.1321044,0.7622149,5.8944192,4.3698893,NULL,,
1831,5.0706172,0.7270222,5.7977395,4.343595,NULL,,
1832,5.033143,0.7189185,5.7521615,4.3142247,NULL,,
1833,4.9716558,0.6837259,5.6554818,4.28793,NULL,,
1834,4.9139905,0.7040998,5.6181903,4.2098908,NULL,,
1835,4.9139905,0.7040998,5.6181903,4.2098908,NULL,,
1836,5.0023994,0.7013222,5.7038217,4.3010774,NULL,,
1837,4.9754777,0.7392924,5.7148705,4.2361851,NULL,,
1838,4.9754777,0.7392924,5.7148705,4.2361851,NULL,,
1839,4.9139905,0.7040998,5.6181903,4.2098908,NULL,,
1840,4.9139905,0.7040998,5.6181903,4.2098908,NULL,,
1841,4.8044348,0.7214636,5.5259986,4.0829716,NULL,,
1842,4.7736912,0.7038672,5.4776587,4.0698242,NULL,,
1843,4.7429481,0.6862709,5.4293189,4.0566769,NULL,,
1844,4.6478086,0.6985411,5.3464499,3.9492674,NULL,,
1845,4.6007376,0.658255,5.2590928,3.9424827,NULL,,
1846,4.4748549,0.6529289,5.1278839,3.8219259,NULL,,
1847,4.386446,0.6557065,5.0422525,3.7307394,NULL,,
1848,4.386446,0.6557065,5.0422525,3.7307394,NULL,,
1849,4.4066372,0.6272289,5.0339661,3.7794085,NULL,,
1850,4.4441113,0.6353326,5.0795441,3.8087788,NULL,,
1851,4.6007376,0.658255,5.2590928,3.9424827,NULL,,
1852,4.7631392,0.6577932,5.4210324,4.1053457,NULL,,
1853,4.8890219,0.6631193,5.5522413,4.2259026,NULL,,
1854,5.0293212,0.663352,5.6927733,4.3659692,NULL,,
1855,5.0600648,0.6809483,5.7411132,4.3791165,NULL,,
1856,5.1484737,0.6781706,5.8267441,4.4703031,NULL,,
1857,5.1859479,0.6862743,5.8723221,4.4996734,NULL,,
1858,5.1859479,0.6862743,5.8723221,4.4996734,NULL,,
1859,5.1859479,0.6862743,5.8723221,4.4996734,NULL,,
1860,5.1282825,0.7066483,5.8350306,4.4216342,NULL,,
1861,5.1282825,0.7066483,5.8350306,4.4216342,NULL,,
1862,5.0706172,0.7270222,5.7977395,4.343595,NULL,,
1863,5.0908084,0.6985446,5.789453,4.3922639,NULL,,
1864,5.0600648,0.6809483,5.7411132,4.3791165,NULL,,
1865,5.0023994,0.7013222,5.7038217,4.3010774,NULL,,
1866,4.9341817,0.6756222,5.6099043,4.2585597,NULL,,
1867,4.9341817,0.6756222,5.6099043,4.2585597,NULL,,
1868,4.9341817,0.6756222,5.6099043,4.2585597,NULL,,
1869,4.8208046,0.6374193,5.458324,4.1833854,NULL,,
1870,4.8208046,0.6374193,5.458324,4.1833854,NULL,,
1871,4.6747723,0.5538368,5.2287092,4.1209359,NULL,,
1872,4.4499283,0.5052143,4.9552426,3.9447141,NULL,,
1873,4.2327704,0.4609909,4.6938615,3.7717793,NULL,,
1874,4.1069298,0.3489308,4.4559603,3.7579989,NULL,,
1875,3.9435728,0.3355009,4.2791739,3.6080718,NULL,,
1876,3.8321061,0.3250813,4.1572876,3.5070248,NULL,,
1877,3.8321061,0.3250813,4.1572876,3.5070248,NULL,,
1878,3.9003239,0.3507814,4.251205,3.5495424,NULL,,
1879,3.9541249,0.3815749,4.3358002,3.5725501,NULL,,
1880,3.9915991,0.3896787,4.3813777,3.6019204,NULL,,
1881,4.0223427,0.407275,4.4297175,3.6150677,NULL,,
1882,4.080008,0.386901,4.4670091,3.6931069,NULL,,
1883,4.0530863,0.4248713,4.4780574,3.6282148,NULL,,
1884,4.0761437,0.4380685,4.5143123,3.6380754,NULL,,
1885,4.1068873,0.4556648,4.5626521,3.6512227,NULL,,
1886,4.1549139,0.5098426,4.6648564,3.645071,NULL,,
1887,5.2925525,0.8407038,6.1333566,4.4518485,NULL,,
1888,5.5971642,0.868258,6.4655218,4.7289062,NULL,,
1889,5.8402462,0.9673535,6.8076997,4.8728929,NULL,,
1890,6.1256218,1.037277,7.1629992,5.0883451,NULL,,
1891,6.293756,1.120165,7.414021,5.1735911,NULL,,
1892,6.5551186,1.1629996,7.7182183,5.3921189,NULL,,
1893,6.7001953,1.2326905,7.9329858,5.467505,NULL,,
1894,6.8212585,1.2752924,8.0966511,5.5459661,NULL,,
1895,6.9999871,1.2975204,8.2976074,5.702467,NULL,,
1896,7.0873985,1.3875852,8.4750834,5.6998134,NULL,,
1897,7.1633019,1.4176843,8.5810862,5.7456179,NULL,,
1898,7.2536216,1.4426899,8.6964121,5.8109317,NULL,,
1899,7.3564467,1.4348189,8.7913656,5.921628,NULL,,
1900,7.3948765,1.4568142,8.8517904,5.9380622,NULL,,
1901,7.4707799,1.4869133,8.9577932,5.9838667,NULL,,
1902,7.4707799,1.4869133,8.9577932,5.9838667,NULL,,
1903,7.626451,1.4959441,9.1224947,6.130507,NULL,,
1904,7.6571946,1.5135404,9.1708345,6.1436539,NULL,,
1905,7.6571946,1.5135404,9.1708345,6.1436539,NULL,,
1906,7.6571946,1.5135404,9.1708345,6.1436539,NULL,,
1907,7.7475142,1.5385461,9.2861605,6.2089682,NULL,,
1908,7.7138619,1.5860089,9.2999706,6.1278534,NULL,,
1909,7.7859435,1.5605415,9.3465853,6.2254024,NULL,,
1910,7.7138619,1.5860089,9.2999706,6.1278534,NULL,,
1911,7.7138619,1.5860089,9.2999706,6.1278534,NULL,,
1912,7.7859435,1.5605415,9.3465853,6.2254024,NULL,,
1913,7.6869402,1.6239791,9.3110199,6.0629611,NULL,,
1914,7.7590218,1.5985117,9.3576336,6.1605101,NULL,,
1915,7.6869402,1.6239791,9.3110199,6.0629611,NULL,,
1916,7.7590218,1.5985117,9.3576336,6.1605101,NULL,,
1917,7.7590218,1.5985117,9.3576336,6.1605101,NULL,,
1918,7.8762636,1.5855471,9.4619102,6.2907166,NULL,,
1919,8.017518,1.5996714,9.6172895,6.4178467,NULL,,
1920,8.1731892,1.6087022,9.781991,6.564487,NULL,,
1921,8.4076719,1.5827729,9.9905453,6.8248992,NULL,,
1922,8.5364218,1.629774,10.1662951,6.9066477,NULL,,
1923,8.6728563,1.681174,10.3541307,6.9916825,NULL,,
1924,8.7900982,1.6682094,10.4584074,7.1218886,NULL,,
1925,8.8736877,1.7027076,10.5764952,7.17098,NULL,,
1926,8.8851957,1.7626733,10.6479683,7.1225219,NULL,,
1927,8.9572773,1.7372059,10.6945829,7.2200708,NULL,,
1928,8.8851957,1.7626733,10.6479683,7.1225219,NULL,,
1929,8.8400354,1.7501705,10.5903063,7.0898647,NULL,,
1930,8.8400354,1.7501705,10.5903063,7.0898647,NULL,,
1931,8.8400354,1.7501705,10.5903063,7.0898647,NULL,,
1932,8.7679539,1.7756379,10.5436916,6.9923158,NULL,,
1933,8.7410316,1.8136082,10.55474,6.927424,NULL,,
1934,8.8131132,1.7881408,10.6013546,7.0249729,NULL,,
1935,8.7679539,1.7756379,10.5436916,6.9923158,NULL,,
1936,8.7679539,1.7756379,10.5436916,6.9923158,NULL,,
1937,8.8131132,1.7881408,10.6013546,7.0249729,NULL,,
1938,8.7410316,1.8136082,10.55474,6.927424,NULL,,
1939,8.7679539,1.7756379,10.5436916,6.9923158,NULL,,
1940,8.7295246,1.7536426,10.4832668,6.9758816,NULL,,
1941,8.6843643,1.7411397,10.4256039,6.9432249,NULL,,
1942,8.5594368,1.7497052,10.3092422,6.809732,NULL,,
1943,8.5142775,1.7372024,10.2515793,6.7770748,NULL,,
1944,8.4037657,1.7406745,10.1445408,6.6630917,NULL,,
1945,8.3586063,1.7281716,10.0868778,6.6304345,NULL,,
1946,8.3201761,1.7061763,10.026453,6.6140003,NULL,,
1947,8.2750168,1.6936734,9.9687901,6.5813432,NULL,,
1948,8.1914272,1.6591752,9.8507023,6.5322523,NULL,,
1949,8.0741854,1.6721399,9.7464256,6.4020462,NULL,,
1950,7.9905963,1.6376417,9.6283379,6.3529549,NULL,,
1951,7.9905963,1.6376417,9.6283379,6.3529549,NULL,,
1952,8.0895996,1.574204,9.6639042,6.5153961,NULL,,
1953,8.1347599,1.5867068,9.7215662,6.5480528,NULL,,
1954,8.1347599,1.5867068,9.7215662,6.5480528,NULL,,
1955,8.2068415,1.5612394,9.7681808,6.6456022,NULL,,
1956,8.0895996,1.574204,9.6639042,6.5153961,NULL,,
1957,8.0895996,1.574204,9.6639042,6.5153961,NULL,,
1958,8.0444403,1.5617011,9.6062412,6.482739,NULL,,
1959,8.0060101,1.5397058,9.5458164,6.4663048,NULL,,
1960,7.9752669,1.5221094,9.4974766,6.4531574,NULL,,
1961,8.0021887,1.4841391,9.4864273,6.5180492,NULL,,
1962,7.9637589,1.4621438,9.4260025,6.5016155,NULL,,
1963,7.8465176,1.4751084,9.3217258,6.3714094,NULL,,
1964,7.8282795,1.4246353,9.2530146,6.4036441,NULL,,
1965,7.7561979,1.4501027,9.2064009,6.3060951,NULL,,
1966,7.7446899,1.3901371,9.1349268,6.3545532,NULL,,
1967,7.6870246,1.410511,9.0976362,6.2765136,NULL,,
1968,7.6418648,1.3980082,9.0399733,6.2438569,NULL,,
1969,7.596705,1.3855054,8.9823103,6.2111998,NULL,,
1970,7.5582757,1.36351,8.9218855,6.1947656,NULL,,
1971,7.4823723,1.3334109,8.8158827,6.1489611,NULL,,
1972,7.3920522,1.3084053,8.7005577,6.0836473,NULL,,
1973,7.2200541,1.2766846,8.4968386,5.9433694,NULL,,
1974,7.0538306,1.2215799,8.2755108,5.8322511,NULL,,
1975,6.7991986,1.1692528,7.9685512,5.6299458,NULL,,
1976,6.6848655,1.1171582,7.802124,5.5677075,NULL,,
1977,6.5061369,1.0949302,7.6011672,5.4112067,NULL,,
1978,6.2899342,1.0645984,7.3546329,5.2253361,NULL,,
1979,6.1832871,1.016903,7.2002902,5.1663842,NULL,,
1980,6.0766401,0.9692076,7.045948,5.1074328,NULL,,
1981,6.0007367,0.9391084,6.9399452,5.0616283,NULL,,
1982,5.9430714,0.9594824,6.9026537,4.9835892,NULL,,
1983,5.9430714,0.9594824,6.9026537,4.9835892,NULL,,
1984,5.9699931,0.9215121,6.8916054,5.048481,NULL,,
1985,6.0007367,0.9391084,6.9399452,5.0616283,NULL,,
1986,5.9430714,0.9594824,6.9026537,4.9835892,NULL,,
1987,5.932519,0.9134084,6.8460274,5.0191107,NULL,,
1988,5.8566155,0.8833092,6.740025,4.9733067,NULL,,
1989,5.8220501,0.8101464,6.6322966,5.0119038,NULL,,
1990,5.708673,0.7719435,6.4807162,4.9367294,NULL,,
1991,5.5645518,0.7161443,6.2807961,4.8484073,NULL,,
1992,5.4204307,0.6603451,6.0808759,4.7600856,NULL,,
1993,5.3483915,0.5790785,5.9275699,4.7693129,NULL,,
1994,5.1610212,0.5385598,5.6996813,4.6224613,NULL,,
1995,4.9899783,0.5207309,5.5108094,4.4692478,NULL,,
1996,4.8333521,0.4978085,5.3312607,4.3355436,NULL,,
1997,4.7420769,0.4589112,5.201088,4.2831655,NULL,,
1998,4.6123719,0.3980185,5.0104904,4.2143536,NULL,,
1999,4.4864893,0.3926924,4.8792815,4.0937967,NULL,,
2000,4.3807979,0.3588886,4.7397861,4.0219092,NULL,,
2001,4.3269963,0.328095,4.6551914,3.9989014,NULL,,
2002,4.2280354,0.2847987,4.5129337,3.9432366,NULL,,
2003,4.0790949,0.2662753,4.34547,3.8128192,NULL,,
2004,3.9906857,0.269053,4.2598386,3.7216327,NULL,,
2005,3.8994105,0.2301557,4.1296663,3.6692548,NULL,,
2006,3.7879441,0.2197361,4.0077801,3.568208,NULL,,
2007,3.6764774,0.2093165,3.8858938,3.4671609,NULL,,
2008,3.6082599,0.1836164,3.7919762,3.4246435,NULL,,
2009,3.5544586,0.1528229,3.7073815,3.4016356,NULL,,
2010,3.5169847,0.1447192,3.6618037,3.3722653,NULL,,
2011,3.612124,0.132449,3.7446728,3.4796751,NULL,,
2012,3.6659253,0.1632425,3.8292677,3.5026827,NULL,,
2013,3.8456092,0.1993621,4.0450716,3.6462471,NULL,,
2014,3.9570758,0.2097817,4.1669574,3.7472942,NULL,,
2015,4.1636815,0.2079311,4.3717127,3.9557505,NULL,,
2016,4.1944251,0.2255274,4.4200525,3.9688978,NULL,,
2017,4.2751484,0.2183507,4.4935989,4.0567975,NULL,,
2018,4.2751484,0.2183507,4.4935989,4.0567975,NULL,,
2019,4.2751484,0.2183507,4.4935989,4.0567975,NULL,,
2020,4.2376742,0.210247,4.4480214,4.0274272,NULL,,
2021,4.1838732,0.1794534,4.3634262,4.0044198,NULL,,
2022,4.1531296,0.1618571,4.3150864,3.9912722,NULL,,
2023,4.0579901,0.1741273,4.2322173,3.8838627,NULL,,
2024,3.9839976,0.1718115,4.1559091,3.812186,NULL,,
2025,3.9465237,0.1637077,4.1103315,3.7828159,NULL,,
2026,3.9157801,0.1461114,4.0619912,3.7696686,NULL,,
2027,3.8927224,0.1329142,4.0257363,3.7598081,NULL,,
2028,3.7773917,0.1736621,3.9511538,3.6037297,NULL,,
2029,3.7668395,0.1275881,3.8945274,3.6392515,NULL,,
2030,3.7668395,0.1275881,3.8945274,3.6392515,NULL,,
2031,3.6861165,0.1347648,3.8209813,3.5513515,NULL,,
2032,3.6553729,0.1171685,3.7726414,3.5382044,NULL,,
2033,3.5746498,0.1243452,3.699095,3.4503047,NULL,,
2034,3.5208488,0.0935517,3.6145003,3.4272969,NULL,,
2035,3.4833746,0.0854479,3.5689225,3.3979268,NULL,,
2036,3.3920994,0.0465506,3.43875,3.3455489,NULL,,
2037,3.3613558,0.0289543,3.3904102,3.3324015,NULL,,
2038,3.3382981,0.0157571,3.3541553,3.322541,NULL,,
2039,3.2806327,0.036131,3.3168638,3.2445018,NULL,,
2040,3.3382981,0.0157571,3.3541553,3.322541,NULL,,
2041,3.3920994,0.0465506,3.43875,3.3455489,NULL,,
2042,3.5371759,0.1162415,3.6535172,3.4209344,NULL,,
2043,3.6659253,0.1632425,3.8292677,3.5026827,NULL,,
2044,3.8148658,0.1817658,3.9967315,3.6330998,NULL,,
2045,3.9263322,0.1921854,4.1186175,3.7341468,NULL,,
2046,3.9945498,0.2178855,4.2125354,3.7766643,NULL,,
2047,4.0685425,0.2202013,4.2888436,3.848341,NULL,,
2048,4.1060166,0.2283051,4.3344216,3.8777113,NULL,,
2049,4.0685425,0.2202013,4.2888436,3.848341,NULL,,
2050,4.0108771,0.2405753,4.2515526,3.7703018,NULL,,
2051,3.9945498,0.2178855,4.2125354,3.7766643,NULL,,
2052,3.9263322,0.1921854,4.1186175,3.7341468,NULL,,
2053,3.8888583,0.1840817,4.07304,3.7047765,NULL,,
2054,3.8148658,0.1817658,3.9967315,3.6330998,NULL,,
2055,3.7197263,0.194036,3.9138625,3.5256903,NULL,,
2056,3.6659253,0.1632425,3.8292677,3.5026827,NULL,,
2057,3.6284511,0.1551388,3.78369,3.4733124,NULL,,
2058,3.612124,0.132449,3.7446728,3.4796751,NULL,,
2059,3.612124,0.132449,3.7446728,3.4796751,NULL,,
2060,3.5544586,0.1528229,3.7073815,3.4016356,NULL,,
2061,3.5746498,0.1243452,3.699095,3.4503047,NULL,,
2062,3.493927,0.1315219,3.6255488,3.3624051,NULL,,
2063,3.4631834,0.1139256,3.577209,3.3492577,NULL,,
2064,3.4055181,0.1342996,3.5399177,3.2712185,NULL,,
2065,3.3142428,0.0954023,3.409745,3.2188406,NULL,,
2066,3.2911851,0.082205,3.3734901,3.2089801,NULL,,
2067,3.2335198,0.102579,3.3361988,3.1309409,NULL,,
2068,3.2940514,0.12388,3.4180315,3.1701715,NULL,,
2069,3.4257092,0.1058219,3.5316312,3.3198874,NULL,,
2070,3.5371759,0.1162415,3.6535172,3.4209344,NULL,,
2071,3.6861165,0.1347648,3.8209813,3.5513515,NULL,,
2072,3.7773917,0.1736621,3.9511538,3.6037297,NULL,,
2073,3.8725309,0.1613919,4.0340228,3.7111392,NULL,,
2074,3.9465237,0.1637077,4.1103315,3.7828159,NULL,,
2075,3.9263322,0.1921854,4.1186175,3.7341468,NULL,,
2076,3.9570758,0.2097817,4.1669574,3.7472942,NULL,,
2077,3.9465237,0.1637077,4.1103315,3.7828159,NULL,,
2078,3.8888583,0.1840817,4.07304,3.7047765,NULL,,
2079,3.8148658,0.1817658,3.9967315,3.6330998,NULL,,
2080,3.8148658,0.1817658,3.9967315,3.6330998,NULL,,
2081,3.7773917,0.1736621,3.9511538,3.6037297,NULL,,
2082,3.7399178,0.1655584,3.905576,3.5743594,NULL,,
2083,3.7235904,0.1428685,3.866559,3.5807219,NULL,,
2084,3.7235904,0.1428685,3.866559,3.5807219,NULL,,
2085,3.6659253,0.1632425,3.8292677,3.5026827,NULL,,
2086,3.7197263,0.194036,3.9138625,3.5256903,NULL,,
2087,3.7197263,0.194036,3.9138625,3.5256903,NULL,,
2088,3.7197263,0.194036,3.9138625,3.5256903,NULL,,
2089,3.7399178,0.1655584,3.905576,3.5743594,NULL,,
2090,3.7773917,0.1736621,3.9511538,3.6037297,NULL,,
2091,3.7197263,0.194036,3.9138625,3.5256903,NULL,,
2092,3.6659253,0.1632425,3.8292677,3.5026827,NULL,,
2093,3.6284511,0.1551388,3.78369,3.4733124,NULL,,
2094,3.5169847,0.1447192,3.6618037,3.3722653,NULL,,
2095,3.4631834,0.1139256,3.577209,3.3492577,NULL,,
2096,3.4295733,0.0546544,3.4843278,3.3749189,NULL,,
2097,3.4728224,0.0393739,3.5122962,3.4334486,NULL,,
2098,3.5640976,0.0782712,3.6424689,3.4858265,NULL,,
2099,3.6957555,0.0602131,3.7560687,3.6355424,NULL,,
2100,3.7870307,0.0991104,3.8862412,3.6879203,NULL,,
2101,3.9129136,0.1044365,4.0174503,3.8084772,NULL,,
2102,3.9734454,0.1257375,4.0992827,3.8477077,NULL,,
2103,4.0416627,0.1514375,4.1932006,3.8902254,NULL,,
2104,4.0416627,0.1514375,4.1932006,3.8902254,NULL,,
2105,4.0147409,0.1894078,4.2042489,3.8253334,NULL,,
2106,4.0147409,0.1894078,4.2042489,3.8253334,NULL,,
2107,4.0147409,0.1894078,4.2042489,3.8253334,NULL,,
2108,4.0416627,0.1514375,4.1932006,3.8902254,NULL,,
2109,4.0416627,0.1514375,4.1932006,3.8902254,NULL,,
2110,3.9839976,0.1718115,4.1559091,3.812186,NULL,,
2111,3.9465237,0.1637077,4.1103315,3.7828159,NULL,,
2112,3.9465237,0.1637077,4.1103315,3.7828159,NULL,,
2113,3.8888583,0.1840817,4.07304,3.7047765,NULL,,
2114,3.9157801,0.1461114,4.0619912,3.7696686,NULL,,
2115,3.8148658,0.1817658,3.9967315,3.6330998,NULL,,
2116,3.7399178,0.1655584,3.905576,3.5743594,NULL,,
2117,3.6659253,0.1632425,3.8292677,3.5026827,NULL,,
2118,3.612124,0.132449,3.7446728,3.4796751,NULL,,
2119,3.5371759,0.1162415,3.6535172,3.4209344,NULL,,
2120,3.452631,0.0678516,3.5205827,3.3847795,NULL,,
2121,3.3382981,0.0157571,3.3541553,3.322541,NULL,,
2122,3.1893575,-0.0027662,3.1866913,3.1921239,NULL,,
2123,3.0548334,-0.0263831,3.0285504,3.0812163,NULL,,
2124,2.8770602,-0.0347194,2.8424406,2.9117796,NULL,,
2125,2.7790544,-0.0641242,2.7150302,2.8431785,NULL,,
2126,2.6820042,-0.0796372,2.6024671,2.7616415,NULL,,
2127,2.6214726,-0.1009382,2.5206344,2.7224107,NULL,,
2128,2.5474799,-0.1032541,2.4443259,2.6507339,NULL,,
2129,2.4667571,-0.0960773,2.3707798,2.5628343,NULL,,
2130,2.4090917,-0.0757034,2.3334882,2.4847951,NULL,,
